Biter.ID,ID,Suspect,incursions_best_0.95,incursions_best_0.975
0,2119,Yes,FALSE,FALSE
0,2120,Yes,FALSE,FALSE
0,2124,Yes,FALSE,FALSE
0,2125,Yes,FALSE,FALSE
0,2128,Yes,FALSE,FALSE
0,2133,Yes,FALSE,FALSE
0,2134,Yes,FALSE,FALSE
0,2144,Yes,FALSE,FALSE
0,2145,Yes,TRUE,FALSE
0,2146,Yes,FALSE,FALSE
2148,2147,Yes,FALSE,FALSE
0,2148,Yes,FALSE,FALSE
0,2149,Yes,FALSE,FALSE
0,2153,Yes,FALSE,FALSE
0,2154,Yes,FALSE,FALSE
2156,2155,Yes,FALSE,FALSE
0,2156,Yes,TRUE,FALSE
2156,2157,Yes,FALSE,FALSE
2156,2159,Yes,FALSE,FALSE
0,2161,Yes,FALSE,FALSE
2166,2164,Yes,FALSE,FALSE
0,2165,Yes,TRUE,TRUE
0,2166,Yes,FALSE,FALSE
0,2167,Yes,FALSE,FALSE
0,2168,Yes,FALSE,FALSE
1886,2170,Yes,FALSE,FALSE
1886,2171,Yes,FALSE,FALSE
2176,2174,Yes,FALSE,FALSE
0,2175,Yes,TRUE,TRUE
2175,2176,Yes,FALSE,FALSE
2118,2178,Yes,FALSE,FALSE
0,2179,Yes,FALSE,FALSE
0,2184,Yes,FALSE,FALSE
0,2186,Yes,FALSE,FALSE
0,2187,Yes,FALSE,FALSE
0,2189,Yes,FALSE,FALSE
0,2190,Yes,FALSE,FALSE
0,2193,Yes,FALSE,FALSE
0,2202,Yes,FALSE,FALSE
0,2204,Yes,FALSE,FALSE
0,2209,Yes,FALSE,FALSE
0,2229,Yes,FALSE,FALSE
2229,2230,Yes,FALSE,FALSE
2232,2231,Yes,FALSE,FALSE
0,2232,Yes,FALSE,FALSE
0,2233,Yes,FALSE,FALSE
2233,2234,Yes,FALSE,FALSE
2233,2235,Yes,FALSE,FALSE
2237,2236,Yes,FALSE,FALSE
0,2237,Yes,FALSE,FALSE
2155,2238,Yes,FALSE,FALSE
0,2240,Yes,FALSE,FALSE
2242,2241,Yes,FALSE,FALSE
0,2242,Yes,FALSE,FALSE
0,2243,Yes,TRUE,TRUE
0,2244,Yes,TRUE,TRUE
2246,2245,Yes,FALSE,FALSE
0,2246,Yes,TRUE,TRUE
0,2247,Yes,FALSE,FALSE
0,2248,Yes,FALSE,FALSE
0,2250,Yes,FALSE,FALSE
0,2258,Yes,TRUE,TRUE
0,2261,Yes,FALSE,FALSE
0,2262,Yes,FALSE,FALSE
262,2265,Yes,FALSE,FALSE
722,2266,Yes,FALSE,FALSE
0,2268,Yes,FALSE,FALSE
0,2273,Yes,FALSE,FALSE
0,2274,Yes,FALSE,FALSE
0,2275,Yes,TRUE,FALSE
2275,2276,Yes,FALSE,FALSE
2275,2278,Yes,FALSE,FALSE
0,2340,Yes,FALSE,FALSE
0,2343,Yes,FALSE,FALSE
2343,2344,Yes,FALSE,FALSE
0,2345,Yes,FALSE,FALSE
0,2351,Yes,FALSE,FALSE
0,2353,Yes,FALSE,FALSE
0,2354,Yes,FALSE,FALSE
0,2355,Yes,FALSE,FALSE
0,2357,Yes,TRUE,FALSE
0,2358,Yes,FALSE,FALSE
2363,2359,Yes,FALSE,FALSE
0,2363,Yes,FALSE,FALSE
0,2365,Yes,FALSE,FALSE
0,2368,Yes,FALSE,FALSE
0,2369,Yes,FALSE,FALSE
0,2371,Yes,FALSE,FALSE
0,2372,Yes,FALSE,FALSE
0,2374,Yes,FALSE,FALSE
0,2376,Yes,FALSE,FALSE
2376,2381,Yes,FALSE,FALSE
2376,2382,Yes,FALSE,FALSE
0,2383,Yes,TRUE,FALSE
2383,2388,Yes,FALSE,FALSE
0,2397,Yes,TRUE,TRUE
0,2406,Yes,FALSE,FALSE
2383,2407,Yes,FALSE,FALSE
0,2413,Yes,FALSE,FALSE
0,2421,Yes,TRUE,TRUE
2421,2427,Yes,FALSE,FALSE
0,2432,Yes,TRUE,FALSE
0,2433,Yes,FALSE,FALSE
0,2434,Yes,FALSE,FALSE
2434,2435,Yes,FALSE,FALSE
0,2437,Yes,FALSE,FALSE
0,2438,Yes,FALSE,FALSE
0,2448,Yes,FALSE,FALSE
0,2450,Yes,FALSE,FALSE
2450,2451,Yes,FALSE,FALSE
2450,2452,Yes,FALSE,FALSE
2450,2453,Yes,FALSE,FALSE
0,2454,Yes,FALSE,FALSE
0,2455,Yes,FALSE,FALSE
0,2456,Yes,FALSE,FALSE
2456,2459,Yes,FALSE,FALSE
0,2465,Yes,FALSE,FALSE
2465,2466,Yes,FALSE,FALSE
2465,2467,Yes,FALSE,FALSE
0,2475,Yes,FALSE,FALSE
0,2477,Yes,FALSE,FALSE
0,2482,Yes,FALSE,FALSE
2482,2483,Yes,FALSE,FALSE
0,2515,Yes,FALSE,FALSE
0,2523,Yes,FALSE,FALSE
2523,2524,Yes,FALSE,FALSE
0,2528,Yes,FALSE,FALSE
0,2530,Yes,TRUE,FALSE
2530,2531,Yes,FALSE,FALSE
0,2534,Yes,FALSE,FALSE
2534,2535,Yes,FALSE,FALSE
0,2536,Yes,FALSE,FALSE
0,2537,Yes,FALSE,FALSE
0,2538,Yes,FALSE,FALSE
0,2548,Yes,FALSE,FALSE
0,2550,Yes,FALSE,FALSE
0,2555,Yes,FALSE,FALSE
2555,2558,Yes,FALSE,FALSE
0,2565,Yes,FALSE,FALSE
2565,2566,Yes,FALSE,FALSE
2566,2567,Yes,FALSE,FALSE
2569,2568,Yes,FALSE,FALSE
0,2569,Yes,FALSE,FALSE
0,2572,Yes,FALSE,FALSE
0,2573,Yes,TRUE,FALSE
0,2576,Yes,FALSE,FALSE
0,2577,Yes,FALSE,FALSE
0,2578,Yes,FALSE,FALSE
0,2579,Yes,FALSE,FALSE
0,2580,Yes,FALSE,FALSE
0,2581,Yes,FALSE,FALSE
0,2582,Yes,FALSE,FALSE
0,2584,Yes,FALSE,FALSE
0,2585,Yes,FALSE,FALSE
0,2588,Yes,FALSE,FALSE
0,2589,Yes,FALSE,FALSE
0,2594,Yes,FALSE,FALSE
2118,2597,Yes,FALSE,FALSE
962,2599,Yes,FALSE,FALSE
2230,2600,Yes,FALSE,FALSE
0,2607,Yes,FALSE,FALSE
0,2608,Yes,FALSE,FALSE
2577,2616,Yes,FALSE,FALSE
0,2618,Yes,TRUE,FALSE
2618,2619,Yes,FALSE,FALSE
2618,2621,Yes,FALSE,FALSE
0,2623,Yes,FALSE,FALSE
2657,2624,Yes,FALSE,FALSE
0,2625,Yes,FALSE,FALSE
2625,2629,Yes,FALSE,FALSE
0,2638,Yes,FALSE,FALSE
2640,2639,Yes,FALSE,FALSE
0,2640,Yes,FALSE,FALSE
0,2643,Yes,FALSE,FALSE
0,2644,Yes,FALSE,FALSE
0,2645,Yes,FALSE,FALSE
0,2646,Yes,FALSE,FALSE
0,2647,Yes,FALSE,FALSE
2647,2648,Yes,FALSE,FALSE
0,2649,Yes,FALSE,FALSE
0,2650,Yes,TRUE,FALSE
0,2651,Yes,FALSE,FALSE
0,2652,Yes,FALSE,FALSE
0,2653,Yes,FALSE,FALSE
2653,2654,Yes,FALSE,FALSE
0,2656,Yes,FALSE,FALSE
0,2657,Yes,FALSE,FALSE
0,2658,Yes,FALSE,FALSE
0,2659,Yes,FALSE,FALSE
0,2660,Yes,FALSE,FALSE
0,2664,Yes,FALSE,FALSE
0,2665,Yes,FALSE,FALSE
2673,2672,Yes,FALSE,FALSE
0,2673,Yes,FALSE,FALSE
2673,2675,Yes,FALSE,FALSE
0,2679,Yes,TRUE,FALSE
2682,2680,Yes,FALSE,FALSE
2683,2682,Yes,FALSE,FALSE
0,2683,Yes,FALSE,FALSE
0,2689,Yes,FALSE,FALSE
2689,2690,Yes,FALSE,FALSE
2878,2694,Yes,FALSE,FALSE
2697,2695,Yes,FALSE,FALSE
2695,2696,Yes,FALSE,FALSE
0,2697,Yes,FALSE,FALSE
2696,2698,Yes,FALSE,FALSE
0,2705,Yes,FALSE,FALSE
0,2708,Yes,FALSE,FALSE
0,2709,Yes,FALSE,FALSE
0,2710,Yes,FALSE,FALSE
0,2712,Yes,FALSE,FALSE
2716,2715,Yes,FALSE,FALSE
0,2716,Yes,FALSE,FALSE
0,2717,Yes,FALSE,FALSE
2717,2718,Yes,FALSE,FALSE
0,2728,Yes,FALSE,FALSE
2728,2730,Yes,FALSE,FALSE
0,2733,Yes,FALSE,FALSE
2733,2734,Yes,FALSE,FALSE
0,2736,Yes,FALSE,FALSE
2736,2741,Yes,FALSE,FALSE
0,2742,Yes,FALSE,FALSE
2742,2752,Yes,FALSE,FALSE
2742,2753,Yes,FALSE,FALSE
0,2755,Yes,FALSE,FALSE
0,2760,Yes,FALSE,FALSE
2760,2761,Yes,FALSE,FALSE
2742,2763,Yes,FALSE,FALSE
2742,2771,Yes,FALSE,FALSE
2742,2774,Yes,FALSE,FALSE
0,2776,Yes,FALSE,FALSE
2776,2781,Yes,FALSE,FALSE
0,2784,Yes,FALSE,FALSE
0,2787,Yes,FALSE,FALSE
0,2788,Yes,FALSE,FALSE
2572,2791,Yes,FALSE,FALSE
2787,2793,Yes,FALSE,FALSE
0,2798,Yes,FALSE,FALSE
2801,2799,Yes,FALSE,FALSE
0,2801,Yes,FALSE,FALSE
0,2804,Yes,FALSE,FALSE
2804,2805,Yes,FALSE,FALSE
2804,2806,Yes,FALSE,FALSE
2804,2807,Yes,FALSE,FALSE
0,2809,Yes,TRUE,TRUE
0,2810,Yes,FALSE,FALSE
2810,2811,Yes,FALSE,FALSE
0,2823,Yes,FALSE,FALSE
2825,2824,Yes,FALSE,FALSE
0,2825,Yes,FALSE,FALSE
0,2829,Yes,TRUE,FALSE
0,2830,Yes,FALSE,FALSE
0,2831,Yes,FALSE,FALSE
0,2833,Yes,FALSE,FALSE
2833,2834,Yes,FALSE,FALSE
2833,2835,Yes,FALSE,FALSE
2839,2837,Yes,FALSE,FALSE
2833,2839,Yes,FALSE,FALSE
0,2841,Yes,FALSE,FALSE
0,2843,Yes,FALSE,FALSE
0,2845,Yes,FALSE,FALSE
2849,2846,Yes,FALSE,FALSE
0,2849,Yes,FALSE,FALSE
0,2850,Yes,FALSE,FALSE
2850,2851,Yes,FALSE,FALSE
2850,2852,Yes,FALSE,FALSE
0,2854,Yes,FALSE,FALSE
0,2856,Yes,FALSE,FALSE
0,2857,Yes,FALSE,FALSE
0,2861,Yes,FALSE,FALSE
0,2867,Yes,FALSE,FALSE
2867,2868,Yes,FALSE,FALSE
0,2869,Yes,FALSE,FALSE
2869,2870,Yes,FALSE,FALSE
0,2874,Yes,FALSE,FALSE
0,2875,Yes,FALSE,FALSE
0,2878,Yes,FALSE,FALSE
0,2879,Yes,FALSE,FALSE
0,2880,Yes,FALSE,FALSE
0,2881,Yes,FALSE,FALSE
2881,2882,Yes,FALSE,FALSE
2881,2883,Yes,FALSE,FALSE
0,2884,Yes,FALSE,FALSE
0,2890,Yes,FALSE,FALSE
0,2895,Yes,FALSE,FALSE
0,2902,Yes,FALSE,FALSE
2902,2903,Yes,FALSE,FALSE
0,2904,Yes,FALSE,FALSE
2928,2927,Yes,FALSE,FALSE
0,2928,Yes,FALSE,FALSE
2928,2933,Yes,FALSE,FALSE
2928,2936,Yes,FALSE,FALSE
2928,2937,Yes,FALSE,FALSE
2928,2938,Yes,FALSE,FALSE
0,2941,Yes,FALSE,FALSE
2941,2947,Yes,FALSE,FALSE
2947,2948,Yes,FALSE,FALSE
2941,2953,Yes,FALSE,FALSE
0,2955,Yes,FALSE,FALSE
0,2956,Yes,FALSE,FALSE
0,2957,Yes,FALSE,FALSE
0,2959,Yes,FALSE,FALSE
0,2960,Yes,FALSE,FALSE
0,2961,Yes,FALSE,FALSE
2961,2967,Yes,FALSE,FALSE
0,2968,Yes,FALSE,FALSE
0,2969,Yes,FALSE,FALSE
0,2972,Yes,FALSE,FALSE
0,2977,Yes,FALSE,FALSE
0,2979,Yes,FALSE,FALSE
0,2983,Yes,FALSE,FALSE
0,2986,Yes,FALSE,FALSE
0,2987,Yes,FALSE,FALSE
0,2991,Yes,FALSE,FALSE
0,2992,Yes,FALSE,FALSE
2992,2993,Yes,FALSE,FALSE
0,2998,Yes,TRUE,FALSE
2998,2999,Yes,FALSE,FALSE
2998,3000,Yes,FALSE,FALSE
0,3001,Yes,FALSE,FALSE
3005,3004,Yes,FALSE,FALSE
0,3005,Yes,FALSE,FALSE
0,3006,Yes,FALSE,FALSE
0,3008,Yes,FALSE,FALSE
0,3010,Yes,FALSE,FALSE
0,3016,Yes,FALSE,FALSE
0,3019,Yes,FALSE,FALSE
0,3021,Yes,FALSE,FALSE
0,3025,Yes,FALSE,FALSE
0,3030,Yes,FALSE,FALSE
0,3032,Yes,FALSE,FALSE
0,3034,Yes,FALSE,FALSE
0,3037,Yes,FALSE,FALSE
3037,3038,Yes,FALSE,FALSE
0,3042,Yes,TRUE,FALSE
0,3043,Yes,FALSE,FALSE
0,3046,Yes,FALSE,FALSE
0,3048,Yes,FALSE,FALSE
0,3049,Yes,FALSE,FALSE
0,3068,Yes,FALSE,FALSE
0,3070,Yes,FALSE,FALSE
0,3072,Yes,TRUE,FALSE
3072,3073,Yes,FALSE,FALSE
3073,3075,Yes,FALSE,FALSE
3075,3077,Yes,FALSE,FALSE
3075,3078,Yes,FALSE,FALSE
3078,3079,Yes,FALSE,FALSE
3079,3081,Yes,FALSE,FALSE
0,3087,Yes,FALSE,FALSE
0,3089,Yes,FALSE,FALSE
3070,3091,Yes,FALSE,FALSE
3116,3093,Yes,FALSE,FALSE
3093,3114,Yes,FALSE,FALSE
3093,3115,Yes,FALSE,FALSE
0,3116,Yes,TRUE,FALSE
0,3120,Yes,FALSE,FALSE
2837,3126,Yes,FALSE,FALSE
3120,3128,Yes,FALSE,FALSE
0,3129,Yes,FALSE,FALSE
0,3135,Yes,FALSE,FALSE
0,3136,Yes,FALSE,FALSE
2837,3138,Yes,FALSE,FALSE
0,3139,Yes,FALSE,FALSE
0,3149,Yes,FALSE,FALSE
0,3159,Yes,FALSE,FALSE
3159,3160,Yes,FALSE,FALSE
3159,3161,Yes,FALSE,FALSE
3159,3162,Yes,FALSE,FALSE
0,3178,Yes,TRUE,TRUE
0,3179,Yes,TRUE,FALSE
3181,3180,Yes,FALSE,FALSE
0,3181,Yes,FALSE,FALSE
0,3182,Yes,FALSE,FALSE
0,3183,Yes,FALSE,FALSE
3185,3184,Yes,FALSE,FALSE
0,3185,Yes,FALSE,FALSE
3187,3186,Yes,FALSE,FALSE
0,3187,Yes,FALSE,FALSE
0,3188,Yes,FALSE,FALSE
0,3190,Yes,FALSE,FALSE
3190,3191,Yes,FALSE,FALSE
0,3192,Yes,FALSE,FALSE
0,3197,Yes,FALSE,FALSE
0,3198,Yes,FALSE,FALSE
0,3200,Yes,FALSE,FALSE
0,3203,Yes,FALSE,FALSE
3210,3209,Yes,FALSE,FALSE
0,3210,Yes,FALSE,FALSE
0,3211,Yes,FALSE,FALSE
2639,3217,Yes,FALSE,FALSE
2639,3218,Yes,FALSE,FALSE
2639,3219,Yes,FALSE,FALSE
2639,3220,Yes,FALSE,FALSE
2928,3224,Yes,FALSE,FALSE
2928,3225,Yes,FALSE,FALSE
2928,3226,Yes,FALSE,FALSE
2928,3227,Yes,FALSE,FALSE
2928,3228,Yes,FALSE,FALSE
0,3231,Yes,FALSE,FALSE
0,3232,Yes,FALSE,FALSE
0,3234,Yes,FALSE,FALSE
3234,3235,Yes,FALSE,FALSE
0,3236,Yes,FALSE,FALSE
2837,3238,Yes,FALSE,FALSE
2837,3239,Yes,FALSE,FALSE
0,3240,Yes,FALSE,FALSE
0,3241,Yes,FALSE,FALSE
0,3242,Yes,FALSE,FALSE
0,3243,Yes,TRUE,FALSE
0,3245,Yes,FALSE,FALSE
0,3246,Yes,FALSE,FALSE
3246,3247,Yes,FALSE,FALSE
0,3253,Yes,FALSE,FALSE
0,3255,Yes,FALSE,FALSE
0,3449,Yes,TRUE,FALSE
3449,3450,Yes,FALSE,FALSE
3449,3451,Yes,FALSE,FALSE
3197,3452,Yes,FALSE,FALSE
3197,3453,Yes,FALSE,FALSE
3197,3454,Yes,FALSE,FALSE
3197,3455,Yes,FALSE,FALSE
3197,3456,Yes,FALSE,FALSE
0,3458,Yes,FALSE,FALSE
0,3459,Yes,FALSE,FALSE
3242,3460,Yes,FALSE,FALSE
0,3461,Yes,FALSE,FALSE
0,3462,Yes,FALSE,FALSE
0,3463,Yes,FALSE,FALSE
0,3465,Yes,FALSE,FALSE
3465,3466,Yes,FALSE,FALSE
0,3469,Yes,FALSE,FALSE
0,3470,Yes,FALSE,FALSE
0,3471,Yes,FALSE,FALSE
0,3472,Yes,FALSE,FALSE
0,3473,Yes,FALSE,FALSE
0,3474,Yes,FALSE,FALSE
0,3475,Yes,FALSE,FALSE
3475,3476,Yes,FALSE,FALSE
0,3477,Yes,FALSE,FALSE
0,3480,Yes,FALSE,FALSE
0,3481,Yes,TRUE,FALSE
3488,3485,Yes,FALSE,FALSE
3485,3486,Yes,FALSE,FALSE
3485,3487,Yes,FALSE,FALSE
3489,3488,Yes,FALSE,FALSE
3490,3489,Yes,FALSE,FALSE
0,3490,Yes,FALSE,FALSE
0,3494,Yes,TRUE,TRUE
0,3495,Yes,FALSE,FALSE
0,3496,Yes,TRUE,FALSE
0,3497,Yes,FALSE,FALSE
0,3498,Yes,FALSE,FALSE
0,3499,Yes,FALSE,FALSE
0,3500,Yes,FALSE,FALSE
0,3501,Yes,FALSE,FALSE
0,3502,To Do,TRUE,FALSE
0,3503,Yes,FALSE,FALSE
0,3504,Yes,FALSE,FALSE
0,3505,Yes,FALSE,FALSE
0,3506,Yes,FALSE,FALSE
3506,3507,Yes,FALSE,FALSE
0,3508,Yes,FALSE,FALSE
3508,3515,Yes,FALSE,FALSE
3508,3516,Yes,FALSE,FALSE
3524,3523,Yes,FALSE,FALSE
3508,3524,Yes,FALSE,FALSE
3508,3526,Yes,FALSE,FALSE
3508,3527,Yes,FALSE,FALSE
3508,3528,Yes,FALSE,FALSE
3527,3529,Yes,FALSE,FALSE
3508,3530,Yes,FALSE,FALSE
3508,3531,Yes,FALSE,FALSE
3508,3532,Yes,FALSE,FALSE
0,3534,Yes,FALSE,FALSE
0,3536,Yes,FALSE,FALSE
3536,3537,Yes,FALSE,FALSE
3541,3539,Yes,FALSE,FALSE
3541,3540,Yes,FALSE,FALSE
3542,3541,Yes,FALSE,FALSE
0,3542,Yes,FALSE,FALSE
3541,3543,Yes,FALSE,FALSE
3541,3544,Yes,FALSE,FALSE
3541,3545,Yes,FALSE,FALSE
3541,3546,Yes,FALSE,FALSE
0,3547,Yes,FALSE,FALSE
3547,3548,Yes,FALSE,FALSE
3508,3550,Yes,FALSE,FALSE
3508,3551,Yes,FALSE,FALSE
0,3552,Yes,FALSE,FALSE
0,3553,Yes,TRUE,FALSE
0,3558,Yes,FALSE,FALSE
0,3559,Yes,TRUE,TRUE
0,3563,Yes,FALSE,FALSE
0,3571,Yes,FALSE,FALSE
0,3572,To Do,FALSE,FALSE
0,3573,Yes,FALSE,FALSE
3573,3574,Yes,FALSE,FALSE
0,3575,Yes,FALSE,FALSE
1556,3589,Yes,FALSE,FALSE
0,3590,Yes,FALSE,FALSE
3590,3591,Yes,FALSE,FALSE
3508,3598,Yes,FALSE,FALSE
0,3600,Yes,FALSE,FALSE
0,3603,Yes,FALSE,FALSE
3932,3622,Yes,FALSE,FALSE
3624,3623,Yes,FALSE,FALSE
0,3624,Yes,FALSE,FALSE
0,3679,Yes,FALSE,FALSE
0,3683,Yes,TRUE,TRUE
3683,3684,Yes,FALSE,FALSE
0,3685,Yes,FALSE,FALSE
0,3686,Yes,FALSE,FALSE
0,3688,Yes,FALSE,FALSE
0,3692,Yes,FALSE,FALSE
0,3703,Yes,FALSE,FALSE
0,3715,Yes,FALSE,FALSE
0,3716,Yes,FALSE,FALSE
3781,3721,Yes,FALSE,FALSE
3780,3722,Yes,FALSE,FALSE
3756,3723,Yes,FALSE,FALSE
0,3725,Yes,FALSE,FALSE
0,3726,Yes,FALSE,FALSE
3728,3727,Yes,FALSE,FALSE
0,3728,Yes,FALSE,FALSE
3988,3733,Yes,FALSE,FALSE
0,3740,Yes,FALSE,FALSE
0,3742,Yes,FALSE,FALSE
0,3743,Yes,FALSE,FALSE
0,3750,Yes,FALSE,FALSE
0,3756,Yes,TRUE,FALSE
3756,3773,Yes,FALSE,FALSE
0,3776,Yes,TRUE,FALSE
3778,3777,Yes,FALSE,FALSE
0,3778,Yes,FALSE,FALSE
0,3780,Yes,TRUE,FALSE
0,3781,Yes,FALSE,FALSE
3781,3782,Yes,FALSE,FALSE
0,3783,Yes,TRUE,TRUE
3783,3787,Yes,FALSE,FALSE
0,3789,Yes,TRUE,TRUE
0,3790,Yes,TRUE,TRUE
0,3791,Yes,FALSE,FALSE
0,3793,Yes,TRUE,FALSE
0,3795,Yes,FALSE,FALSE
0,3796,Yes,TRUE,TRUE
0,3797,Yes,FALSE,FALSE
0,3798,Yes,FALSE,FALSE
0,3799,Yes,TRUE,TRUE
0,3800,To Do,FALSE,FALSE
0,3801,Yes,FALSE,FALSE
0,3803,Yes,FALSE,FALSE
0,3806,Yes,FALSE,FALSE
0,3822,Yes,FALSE,FALSE
0,3824,Yes,FALSE,FALSE
0,3825,Yes,FALSE,FALSE
0,3826,Yes,TRUE,TRUE
0,3827,Yes,FALSE,FALSE
3782,3828,Yes,FALSE,FALSE
0,3829,Yes,TRUE,FALSE
3829,3830,Yes,FALSE,FALSE
0,3833,Yes,FALSE,FALSE
0,3841,Yes,FALSE,FALSE
0,3842,Yes,TRUE,TRUE
0,3849,Yes,FALSE,FALSE
0,3851,Yes,FALSE,FALSE
0,3852,Yes,FALSE,FALSE
3857,3856,Yes,FALSE,FALSE
0,3857,Yes,FALSE,FALSE
3857,3858,Yes,FALSE,FALSE
3857,3862,Yes,FALSE,FALSE
3857,3863,Yes,FALSE,FALSE
3857,3869,Yes,FALSE,FALSE
3857,3874,Yes,FALSE,FALSE
0,3875,Yes,FALSE,FALSE
0,3877,Yes,TRUE,FALSE
3885,3884,Yes,FALSE,FALSE
0,3885,Yes,TRUE,FALSE
3891,3890,Yes,FALSE,FALSE
0,3891,Yes,FALSE,FALSE
0,3892,Yes,FALSE,FALSE
0,3900,Yes,FALSE,FALSE
3900,3901,Yes,FALSE,FALSE
0,3905,Yes,TRUE,FALSE
0,3906,Yes,FALSE,FALSE
0,3907,Yes,FALSE,FALSE
3842,3908,Yes,FALSE,FALSE
3842,3909,Yes,FALSE,FALSE
0,3911,Yes,TRUE,FALSE
0,3912,Yes,FALSE,FALSE
0,3917,Yes,FALSE,FALSE
0,3918,Yes,FALSE,FALSE
0,3919,Yes,FALSE,FALSE
0,3926,Yes,FALSE,FALSE
0,3927,Yes,TRUE,FALSE
0,3928,Yes,TRUE,FALSE
3623,3932,Yes,FALSE,FALSE
3932,3933,Yes,FALSE,FALSE
0,3934,Yes,FALSE,FALSE
0,3940,Yes,FALSE,FALSE
0,3943,Yes,FALSE,FALSE
3943,3944,Yes,FALSE,FALSE
0,3945,Yes,TRUE,TRUE
0,3948,Yes,FALSE,FALSE
0,3949,Yes,TRUE,TRUE
0,3951,Yes,FALSE,FALSE
0,3954,Yes,FALSE,FALSE
0,3964,Yes,TRUE,FALSE
0,3968,Yes,FALSE,FALSE
0,3969,Yes,FALSE,FALSE
0,3973,Yes,FALSE,FALSE
0,3976,Yes,TRUE,FALSE
3976,3977,Yes,FALSE,FALSE
3976,3978,Yes,FALSE,FALSE
0,3988,Yes,FALSE,FALSE
0,3993,Yes,FALSE,FALSE
0,3994,Yes,FALSE,FALSE
0,3995,Yes,FALSE,FALSE
0,3996,Yes,FALSE,FALSE
0,3997,Yes,TRUE,FALSE
0,3998,Yes,FALSE,FALSE
0,3999,Yes,FALSE,FALSE
0,4000,Yes,FALSE,FALSE
0,4007,Yes,FALSE,FALSE
0,4008,Yes,FALSE,FALSE
0,4009,Yes,FALSE,FALSE
0,4010,Yes,TRUE,TRUE
0,4016,Yes,FALSE,FALSE
0,4017,Yes,FALSE,FALSE
4017,4018,Yes,FALSE,FALSE
0,4021,Yes,FALSE,FALSE
0,4022,Yes,FALSE,FALSE
0,4023,Yes,FALSE,FALSE
0,4026,Yes,TRUE,FALSE
3995,4028,Yes,FALSE,FALSE
0,4030,Yes,FALSE,FALSE
4030,4031,Yes,FALSE,FALSE
4030,4033,Yes,FALSE,FALSE
4030,4034,Yes,FALSE,FALSE
4030,4037,Yes,FALSE,FALSE
0,4040,Yes,FALSE,FALSE
0,4043,Yes,FALSE,FALSE
4043,4045,Yes,FALSE,FALSE
4045,4046,Yes,FALSE,FALSE
4045,4047,Yes,FALSE,FALSE
0,4049,Yes,FALSE,FALSE
4055,4054,Yes,FALSE,FALSE
0,4055,Yes,FALSE,FALSE
0,4057,Yes,FALSE,FALSE
4045,4058,Yes,FALSE,FALSE
0,4064,Yes,TRUE,TRUE
4064,4066,Yes,FALSE,FALSE
4064,4067,Yes,FALSE,FALSE
0,4068,Yes,TRUE,TRUE
0,4069,Yes,FALSE,FALSE
0,4070,Yes,FALSE,FALSE
4047,4071,Yes,FALSE,FALSE
4047,4072,Yes,FALSE,FALSE
0,4073,Yes,FALSE,FALSE
0,4079,Yes,FALSE,FALSE
4079,4080,Yes,FALSE,FALSE
4079,4081,Yes,FALSE,FALSE
4079,4082,Yes,FALSE,FALSE
0,4084,Yes,FALSE,FALSE
4086,4085,Yes,FALSE,FALSE
0,4086,Yes,TRUE,TRUE
0,4088,Yes,FALSE,FALSE
0,4089,Yes,FALSE,FALSE
4091,4090,Yes,FALSE,FALSE
0,4091,Yes,FALSE,FALSE
4093,4092,Yes,FALSE,FALSE
0,4093,Yes,FALSE,FALSE
0,4096,Yes,FALSE,FALSE
0,4097,Yes,FALSE,FALSE
0,4101,Yes,FALSE,FALSE
0,4102,Yes,FALSE,FALSE
0,4103,Yes,FALSE,FALSE
0,4104,Yes,FALSE,FALSE
0,4106,Yes,FALSE,FALSE
0,4109,Yes,TRUE,TRUE
3783,4111,Yes,FALSE,FALSE
0,4116,Yes,TRUE,FALSE
4118,4117,Yes,FALSE,FALSE
0,4118,Yes,FALSE,FALSE
4121,4120,Yes,FALSE,FALSE
0,4121,Yes,FALSE,FALSE
0,4125,Yes,TRUE,FALSE
0,4127,Yes,TRUE,TRUE
0,4128,Yes,TRUE,FALSE
0,4130,Yes,FALSE,FALSE
4130,4131,Yes,FALSE,FALSE
4130,4136,Yes,FALSE,FALSE
0,4139,Yes,TRUE,FALSE
0,4142,Yes,FALSE,FALSE
0,4143,Yes,FALSE,FALSE
4147,4145,Yes,FALSE,FALSE
0,4147,Yes,FALSE,FALSE
0,4148,Yes,FALSE,FALSE
0,4151,Yes,TRUE,FALSE
0,4156,Yes,FALSE,FALSE
0,4158,Yes,TRUE,FALSE
0,4159,Yes,FALSE,FALSE
4159,4161,Yes,FALSE,FALSE
4159,4163,Yes,FALSE,FALSE
0,4167,Yes,FALSE,FALSE
0,4168,Yes,TRUE,TRUE
0,4169,Yes,TRUE,TRUE
0,4170,Yes,FALSE,FALSE
0,4171,Yes,FALSE,FALSE
0,4173,Yes,TRUE,TRUE
0,4176,Yes,FALSE,FALSE
0,4177,Yes,FALSE,FALSE
0,4182,Yes,TRUE,FALSE
0,4185,Yes,FALSE,FALSE
0,4186,Yes,FALSE,FALSE
0,4190,Yes,TRUE,FALSE
4190,4191,Yes,FALSE,FALSE
4194,4192,Yes,TRUE,FALSE
4194,4193,Yes,FALSE,FALSE
0,4195,Yes,FALSE,FALSE
0,4196,Yes,FALSE,FALSE
0,4197,Yes,FALSE,FALSE
0,4198,Yes,FALSE,FALSE
