detection,sim,mcc,majority,cutoff,tree_type,nobs
0.95,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.97,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.95,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.95,208,0,0,0.95,Random sample,3003
0.97,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.95,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.95,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.9,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.92,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.92,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.92,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.92,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.92,208,0,0,0.95,Random sample,3003
0.95,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.92,208,0,0,0.95,Random sample,3003
0.92,208,0,0,0.95,Random sample,3003
0.95,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.96,208,0,0,0.95,Random sample,3003
0.95,208,0,0,0.95,Random sample,3003
0.94,208,0,0,0.95,Random sample,3003
0.95,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.93,208,0,0,0.95,Random sample,3003
0.92,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.97,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.97,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.98,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.89,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.97,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.97,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.9,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.97,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.97,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.97,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.93,224,0,0,0.95,Random sample,3000
0.9,224,0,0,0.95,Random sample,3000
0.96,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.94,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.92,224,0,0,0.95,Random sample,3000
0.95,224,0,0,0.95,Random sample,3000
0.91,224,0,0,0.95,Random sample,3000
0.93,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.98,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.98,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.92,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.99,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.98,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.98,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.98,225,0,0,0.95,Random sample,3013
0.98,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.93,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.92,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.98,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.92,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.94,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.92,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.97,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.95,225,0,0,0.95,Random sample,3013
0.96,225,0,0,0.95,Random sample,3013
0.95,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.91,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.91,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.96,232,0,0,0.95,Random sample,3010
0.9,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.96,232,0,0,0.95,Random sample,3010
0.9,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.96,232,0,0,0.95,Random sample,3010
0.96,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.9,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.89,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.91,232,0,0,0.95,Random sample,3010
0.91,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.91,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.96,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.91,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.95,232,0,0,0.95,Random sample,3010
0.9,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.96,232,0,0,0.95,Random sample,3010
0.91,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.93,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.92,232,0,0,0.95,Random sample,3010
0.94,232,0,0,0.95,Random sample,3010
0.95,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.93,233,0,0,0.95,Random sample,3007
0.93,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.92,233,0,0,0.95,Random sample,3007
0.93,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.92,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.93,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.93,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.93,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.99,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.93,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.98,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.95,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.97,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.99,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.99,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.96,233,0,0,0.95,Random sample,3007
0.94,233,0,0,0.95,Random sample,3007
0.94,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.91,240,0,0,0.95,Random sample,3005
0.93,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.92,240,0,0,0.95,Random sample,3005
0.97,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.93,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.93,240,0,0,0.95,Random sample,3005
0.99,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.92,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.91,240,0,0,0.95,Random sample,3005
0.98,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.98,240,0,0,0.95,Random sample,3005
0.97,240,0,0,0.95,Random sample,3005
0.92,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.99,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.92,240,0,0,0.95,Random sample,3005
0.91,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.98,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.97,240,0,0,0.95,Random sample,3005
0.93,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.93,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.93,240,0,0,0.95,Random sample,3005
0.91,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.92,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.93,240,0,0,0.95,Random sample,3005
0.91,240,0,0,0.95,Random sample,3005
0.98,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.9,240,0,0,0.95,Random sample,3005
0.92,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.97,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.91,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.98,240,0,0,0.95,Random sample,3005
0.98,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.97,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.93,240,0,0,0.95,Random sample,3005
0.9,240,0,0,0.95,Random sample,3005
0.94,240,0,0,0.95,Random sample,3005
0.96,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.95,240,0,0,0.95,Random sample,3005
0.93,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.95,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.89,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.89,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.9,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.89,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.96,259,0,0,0.95,Random sample,3011
0.9,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.95,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.9,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.9,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.9,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.95,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.95,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.89,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.95,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.89,259,0,0,0.95,Random sample,3011
0.91,259,0,0,0.95,Random sample,3011
0.89,259,0,0,0.95,Random sample,3011
0.92,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.94,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.93,259,0,0,0.95,Random sample,3011
0.9,259,0,0,0.95,Random sample,3011
