detection,sim,mcc,majority,cutoff,tree_type,nobs
0.85,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.82,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.87,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.82,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.87,102,0,0,0.975,Random sample,3138
0.82,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.88,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.87,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.89,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.87,102,0,0,0.975,Random sample,3138
0.82,102,0,0,0.975,Random sample,3138
0.81,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.81,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.87,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.88,102,0,0,0.975,Random sample,3138
0.82,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.85,102,0,0,0.975,Random sample,3138
0.87,102,0,0,0.975,Random sample,3138
0.82,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.82,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.83,102,0,0,0.975,Random sample,3138
0.86,102,0,0,0.975,Random sample,3138
0.84,102,0,0,0.975,Random sample,3138
0.88,104,0,0,0.975,Random sample,3137
0.88,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.82,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.82,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.82,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.88,104,0,0,0.975,Random sample,3137
0.81,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.88,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.87,104,0,0,0.975,Random sample,3137
0.88,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.86,104,0,0,0.975,Random sample,3137
0.83,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.84,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.85,104,0,0,0.975,Random sample,3137
0.87,108,0,0,0.975,Random sample,3135
0.89,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.82,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.88,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.88,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.89,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.88,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.88,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.89,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.83,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.82,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.89,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.83,108,0,0,0.975,Random sample,3135
0.83,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.9,108,0,0,0.975,Random sample,3135
0.88,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.88,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.89,108,0,0,0.975,Random sample,3135
0.88,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.88,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.85,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.86,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.84,108,0,0,0.975,Random sample,3135
0.87,108,0,0,0.975,Random sample,3135
0.84,115,0,0,0.975,Random sample,3140
0.87,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.86,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.81,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.86,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.81,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.86,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.86,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.88,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.89,115,0,0,0.975,Random sample,3140
0.86,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.86,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.86,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.82,115,0,0,0.975,Random sample,3140
0.86,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.83,115,0,0,0.975,Random sample,3140
0.85,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.84,115,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.9,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.83,132,0,0,0.975,Random sample,3140
0.89,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.83,132,0,0,0.975,Random sample,3140
0.89,132,0,0,0.975,Random sample,3140
0.83,132,0,0,0.975,Random sample,3140
0.9,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.83,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.89,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.82,132,0,0,0.975,Random sample,3140
0.89,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.83,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.89,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.9,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.91,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.89,132,0,0,0.975,Random sample,3140
0.88,132,0,0,0.975,Random sample,3140
0.82,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.88,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.88,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.82,132,0,0,0.975,Random sample,3140
0.88,132,0,0,0.975,Random sample,3140
0.89,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.86,132,0,0,0.975,Random sample,3140
0.82,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.84,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.88,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.89,132,0,0,0.975,Random sample,3140
0.87,132,0,0,0.975,Random sample,3140
0.88,132,0,0,0.975,Random sample,3140
0.81,132,0,0,0.975,Random sample,3140
0.83,132,0,0,0.975,Random sample,3140
0.82,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.85,132,0,0,0.975,Random sample,3140
0.88,163,0,0,0.975,Random sample,3139
0.9,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.84,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.83,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.9,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.84,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.9,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.9,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.84,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.84,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.9,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.84,163,0,0,0.975,Random sample,3139
0.84,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.9,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.86,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.88,163,0,0,0.975,Random sample,3139
0.87,163,0,0,0.975,Random sample,3139
0.83,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.89,163,0,0,0.975,Random sample,3139
0.85,163,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.85,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.84,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.84,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
0.9,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.9,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
0.87,180,0,0,0.975,Random sample,3139
0.86,180,0,0,0.975,Random sample,3139
0.88,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
0.9,180,0,0,0.975,Random sample,3139
0.9,180,0,0,0.975,Random sample,3139
0.89,180,0,0,0.975,Random sample,3139
