true,est_sorted,est_unsorted,sim,nobs,tree_type
0.185194348893128,0.16,0.2,20,3000,kappa
0.185194348893128,0.16,0.2,20,3000,kappa
0.185194348893128,0.16,0.2,20,3000,kappa
0.185194348893128,0.16,0.2,20,3000,kappa
0.185194348893128,0.16,0.2,20,3000,kappa
0.185194348893128,0.16,0.2,20,3000,kappa
0.185194348893128,0.16,0.2,20,3000,kappa
0.776643996243365,0.69,0.61,21,3000,kappa
0.776643996243365,0.7,0.64,21,3000,kappa
0.776643996243365,0.7,0.64,21,3000,kappa
0.776643996243365,0.67,0.62,21,3000,kappa
0.776643996243365,0.68,0.64,21,3000,kappa
0.776643996243365,0.68,0.63,21,3000,kappa
0.776643996243365,0.67,0.63,21,3000,kappa
0.776643996243365,0.69,0.63,21,3000,kappa
0.776643996243365,0.71,0.64,21,3000,kappa
0.776643996243365,0.71,0.63,21,3000,kappa
0.283594503030181,0.23,0.3,22,3000,kappa
0.283594503030181,0.23,0.3,22,3000,kappa
0.283594503030181,0.23,0.3,22,3000,kappa
0.283594503030181,0.23,0.31,22,3000,kappa
0.283594503030181,0.23,0.31,22,3000,kappa
0.283594503030181,0.23,0.3,22,3000,kappa
0.283594503030181,0.23,0.3,22,3000,kappa
0.283594503030181,0.23,0.3,22,3000,kappa
0.283594503030181,0.23,0.3,22,3000,kappa
0.283594503030181,0.23,0.31,22,3000,kappa
0.866583965462633,0.8,0.65,23,3000,kappa
0.866583965462633,0.86,0.66,23,3000,kappa
0.866583965462633,0.86,0.67,23,3000,kappa
0.866583965462633,0.79,0.64,23,3000,kappa
0.866583965462633,0.82,0.65,23,3000,kappa
0.866583965462633,0.82,0.65,23,3000,kappa
0.866583965462633,0.8,0.64,23,3000,kappa
0.866583965462633,0.84,0.66,23,3000,kappa
0.866583965462633,0.81,0.64,23,3000,kappa
0.866583965462633,0.88,0.66,23,3000,kappa
0.349704933436587,0.28,0.35,24,3000,kappa
0.349704933436587,0.28,0.36,24,3000,kappa
0.349704933436587,0.28,0.36,24,3000,kappa
0.349704933436587,0.28,0.36,24,3000,kappa
0.349704933436587,0.28,0.36,24,3000,kappa
0.349704933436587,0.27,0.36,24,3000,kappa
0.349704933436587,0.27,0.36,24,3000,kappa
0.349704933436587,0.27,0.36,24,3000,kappa
0.349704933436587,0.28,0.36,24,3000,kappa
0.349704933436587,0.28,0.36,24,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.0871415071189404,0.08,0.09,25,3000,kappa
0.474589365292341,0.35,0.44,26,3000,kappa
0.474589365292341,0.35,0.43,26,3000,kappa
0.474589365292341,0.34,0.43,26,3000,kappa
0.474589365292341,0.36,0.44,26,3000,kappa
0.474589365292341,0.35,0.45,26,3000,kappa
0.474589365292341,0.34,0.44,26,3000,kappa
0.474589365292341,0.34,0.43,26,3000,kappa
0.474589365292341,0.35,0.43,26,3000,kappa
0.474589365292341,0.34,0.45,26,3000,kappa
0.474589365292341,0.36,0.43,26,3000,kappa
0.293615077733994,0.23,0.31,27,3000,kappa
0.293615077733994,0.24,0.31,27,3000,kappa
0.293615077733994,0.23,0.3,27,3000,kappa
0.293615077733994,0.24,0.31,27,3000,kappa
0.293615077733994,0.24,0.31,27,3000,kappa
0.293615077733994,0.23,0.31,27,3000,kappa
0.293615077733994,0.23,0.3,27,3000,kappa
0.293615077733994,0.23,0.3,27,3000,kappa
0.293615077733994,0.24,0.3,27,3000,kappa
0.293615077733994,0.24,0.31,27,3000,kappa
0.85128803956788,0.78,0.65,28,3000,kappa
0.85128803956788,0.83,0.64,28,3000,kappa
0.85128803956788,0.82,0.66,28,3000,kappa
0.85128803956788,0.76,0.64,28,3000,kappa
0.85128803956788,0.8,0.65,28,3000,kappa
0.85128803956788,0.78,0.66,28,3000,kappa
0.85128803956788,0.78,0.64,28,3000,kappa
0.85128803956788,0.81,0.65,28,3000,kappa
0.85128803956788,0.79,0.66,28,3000,kappa
0.85128803956788,0.85,0.65,28,3000,kappa
0.688639935362153,0.55,0.57,29,3000,kappa
0.688639935362153,0.57,0.57,29,3000,kappa
0.688639935362153,0.56,0.59,29,3000,kappa
0.688639935362153,0.53,0.57,29,3000,kappa
0.688639935362153,0.56,0.58,29,3000,kappa
0.688639935362153,0.55,0.58,29,3000,kappa
0.688639935362153,0.54,0.57,29,3000,kappa
0.688639935362153,0.55,0.57,29,3000,kappa
0.688639935362153,0.55,0.58,29,3000,kappa
0.688639935362153,0.57,0.58,29,3000,kappa
0.712953943544999,0.56,0.57,30,3000,kappa
0.712953943544999,0.58,0.58,30,3000,kappa
0.712953943544999,0.57,0.59,30,3000,kappa
0.712953943544999,0.54,0.57,30,3000,kappa
0.712953943544999,0.57,0.58,30,3000,kappa
0.712953943544999,0.57,0.58,30,3000,kappa
0.712953943544999,0.55,0.58,30,3000,kappa
0.712953943544999,0.56,0.58,30,3000,kappa
0.712953943544999,0.56,0.58,30,3000,kappa
0.712953943544999,0.58,0.59,30,3000,kappa
0.600716042285785,0.47,0.53,31,3000,kappa
0.600716042285785,0.49,0.54,31,3000,kappa
0.600716042285785,0.48,0.55,31,3000,kappa
0.600716042285785,0.46,0.53,31,3000,kappa
0.600716042285785,0.48,0.53,31,3000,kappa
0.600716042285785,0.48,0.54,31,3000,kappa
0.600716042285785,0.47,0.53,31,3000,kappa
0.600716042285785,0.48,0.54,31,3000,kappa
0.600716042285785,0.48,0.53,31,3000,kappa
0.600716042285785,0.49,0.54,31,3000,kappa
0.956511864503845,0.93,0.68,32,3000,kappa
0.956511864503845,0.99,0.69,32,3000,kappa
0.956511864503845,0.98,0.69,32,3000,kappa
0.956511864503845,0.92,0.68,32,3000,kappa
0.956511864503845,0.95,0.7,32,3000,kappa
0.956511864503845,0.95,0.68,32,3000,kappa
0.956511864503845,0.93,0.69,32,3000,kappa
0.956511864503845,0.98,0.69,32,3000,kappa
0.956511864503845,0.92,0.69,32,3000,kappa
0.956511864503845,0.99,0.71,32,3000,kappa
0.692051666486077,0.58,0.59,33,3000,kappa
0.692051666486077,0.6,0.59,33,3000,kappa
0.692051666486077,0.59,0.6,33,3000,kappa
0.692051666486077,0.56,0.58,33,3000,kappa
0.692051666486077,0.59,0.59,33,3000,kappa
0.692051666486077,0.59,0.59,33,3000,kappa
0.692051666486077,0.57,0.58,33,3000,kappa
0.692051666486077,0.58,0.6,33,3000,kappa
0.692051666486077,0.59,0.59,33,3000,kappa
0.692051666486077,0.6,0.59,33,3000,kappa
0.562459775744937,0.44,0.52,34,3000,kappa
0.562459775744937,0.45,0.52,34,3000,kappa
0.562459775744937,0.45,0.52,34,3000,kappa
0.562459775744937,0.42,0.5,34,3000,kappa
0.562459775744937,0.44,0.52,34,3000,kappa
0.562459775744937,0.44,0.5,34,3000,kappa
0.562459775744937,0.44,0.51,34,3000,kappa
0.562459775744937,0.45,0.51,34,3000,kappa
0.562459775744937,0.45,0.5,34,3000,kappa
0.562459775744937,0.46,0.51,34,3000,kappa
0.89435140311718,0.84,0.65,35,3000,kappa
0.89435140311718,0.91,0.67,35,3000,kappa
0.89435140311718,0.91,0.68,35,3000,kappa
0.89435140311718,0.83,0.64,35,3000,kappa
0.89435140311718,0.87,0.67,35,3000,kappa
0.89435140311718,0.86,0.68,35,3000,kappa
0.89435140311718,0.85,0.66,35,3000,kappa
0.89435140311718,0.9,0.66,35,3000,kappa
0.89435140311718,0.86,0.67,35,3000,kappa
0.89435140311718,0.93,0.68,35,3000,kappa
0.380703971367329,0.3,0.39,36,3000,kappa
0.380703971367329,0.3,0.38,36,3000,kappa
0.380703971367329,0.3,0.38,36,3000,kappa
0.380703971367329,0.3,0.4,36,3000,kappa
0.380703971367329,0.3,0.39,36,3000,kappa
0.380703971367329,0.3,0.38,36,3000,kappa
0.380703971367329,0.3,0.38,36,3000,kappa
0.380703971367329,0.3,0.38,36,3000,kappa
0.380703971367329,0.3,0.37,36,3000,kappa
0.380703971367329,0.3,0.38,36,3000,kappa
0.957552993400022,0.91,0.67,37,3000,kappa
0.957552993400022,0.97,0.69,37,3000,kappa
0.957552993400022,0.97,0.68,37,3000,kappa
0.957552993400022,0.91,0.67,37,3000,kappa
0.957552993400022,0.94,0.69,37,3000,kappa
0.957552993400022,0.94,0.68,37,3000,kappa
0.957552993400022,0.93,0.68,37,3000,kappa
0.957552993400022,0.97,0.69,37,3000,kappa
0.957552993400022,0.91,0.68,37,3000,kappa
0.957552993400022,0.98,0.69,37,3000,kappa
0.468808043436147,0.35,0.45,38,3000,kappa
0.468808043436147,0.35,0.44,38,3000,kappa
0.468808043436147,0.35,0.44,38,3000,kappa
0.468808043436147,0.36,0.45,38,3000,kappa
0.468808043436147,0.35,0.44,38,3000,kappa
0.468808043436147,0.35,0.44,38,3000,kappa
0.468808043436147,0.35,0.43,38,3000,kappa
0.468808043436147,0.35,0.44,38,3000,kappa
0.468808043436147,0.35,0.44,38,3000,kappa
0.468808043436147,0.36,0.45,38,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.0199029457429424,0.02,0.02,39,3000,kappa
0.967395014166832,0.98,0.69,40,3000,kappa
0.967395014166832,0.99,0.7,40,3000,kappa
0.967395014166832,0.99,0.71,40,3000,kappa
0.967395014166832,0.97,0.68,40,3000,kappa
0.967395014166832,0.99,0.69,40,3000,kappa
0.967395014166832,0.99,0.68,40,3000,kappa
0.967395014166832,0.98,0.68,40,3000,kappa
0.967395014166832,0.99,0.69,40,3000,kappa
0.967395014166832,0.96,0.7,40,3000,kappa
0.967395014166832,0.99,0.7,40,3000,kappa
0.342146179005504,0.27,0.35,41,3000,kappa
0.342146179005504,0.27,0.34,41,3000,kappa
0.342146179005504,0.27,0.35,41,3000,kappa
0.342146179005504,0.27,0.35,41,3000,kappa
0.342146179005504,0.27,0.35,41,3000,kappa
0.342146179005504,0.26,0.35,41,3000,kappa
0.342146179005504,0.27,0.35,41,3000,kappa
0.342146179005504,0.26,0.34,41,3000,kappa
0.342146179005504,0.27,0.35,41,3000,kappa
0.342146179005504,0.27,0.35,41,3000,kappa
0.155891749970615,0.14,0.17,42,3000,kappa
0.155891749970615,0.14,0.17,42,3000,kappa
0.155891749970615,0.14,0.17,42,3000,kappa
0.155891749970615,0.14,0.17,42,3000,kappa
0.155891749970615,0.14,0.18,42,3000,kappa
0.155891749970615,0.14,0.17,42,3000,kappa
0.155891749970615,0.14,0.17,42,3000,kappa
0.155891749970615,0.14,0.17,42,3000,kappa
0.155891749970615,0.14,0.17,42,3000,kappa
0.155891749970615,0.14,0.18,42,3000,kappa
0.160066857850179,0.15,0.19,43,3000,kappa
0.160066857850179,0.15,0.19,43,3000,kappa
0.160066857850179,0.15,0.18,43,3000,kappa
0.160066857850179,0.15,0.19,43,3000,kappa
0.160066857850179,0.15,0.19,43,3000,kappa
0.160066857850179,0.15,0.18,43,3000,kappa
0.160066857850179,0.15,0.18,43,3000,kappa
0.160066857850179,0.15,0.18,43,3000,kappa
0.160066857850179,0.15,0.18,43,3000,kappa
0.160066857850179,0.15,0.19,43,3000,kappa
0.822453602417372,0.72,0.64,44,3000,kappa
0.822453602417372,0.75,0.64,44,3000,kappa
0.822453602417372,0.74,0.64,44,3000,kappa
0.822453602417372,0.7,0.63,44,3000,kappa
0.822453602417372,0.72,0.63,44,3000,kappa
0.822453602417372,0.71,0.63,44,3000,kappa
0.822453602417372,0.71,0.62,44,3000,kappa
0.822453602417372,0.73,0.64,44,3000,kappa
0.822453602417372,0.74,0.65,44,3000,kappa
0.822453602417372,0.75,0.63,44,3000,kappa
0.821006543477997,0.76,0.64,45,3000,kappa
0.821006543477997,0.8,0.65,45,3000,kappa
0.821006543477997,0.79,0.66,45,3000,kappa
0.821006543477997,0.75,0.63,45,3000,kappa
0.821006543477997,0.77,0.65,45,3000,kappa
0.821006543477997,0.76,0.65,45,3000,kappa
0.821006543477997,0.75,0.64,45,3000,kappa
0.821006543477997,0.77,0.65,45,3000,kappa
0.821006543477997,0.78,0.64,45,3000,kappa
0.821006543477997,0.81,0.65,45,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.121063587637618,0.11,0.13,46,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.0323043640377,0.03,0.03,47,3000,kappa
0.910687630549073,0.86,0.66,48,3000,kappa
0.910687630549073,0.93,0.68,48,3000,kappa
0.910687630549073,0.92,0.68,48,3000,kappa
0.910687630549073,0.86,0.66,48,3000,kappa
0.910687630549073,0.9,0.67,48,3000,kappa
0.910687630549073,0.89,0.67,48,3000,kappa
0.910687630549073,0.88,0.67,48,3000,kappa
0.910687630549073,0.93,0.67,48,3000,kappa
0.910687630549073,0.87,0.66,48,3000,kappa
0.910687630549073,0.95,0.68,48,3000,kappa
0.621016419981606,0.49,0.55,49,3000,kappa
0.621016419981606,0.5,0.55,49,3000,kappa
0.621016419981606,0.5,0.55,49,3000,kappa
0.621016419981606,0.47,0.53,49,3000,kappa
0.621016419981606,0.5,0.56,49,3000,kappa
0.621016419981606,0.49,0.54,49,3000,kappa
0.621016419981606,0.49,0.54,49,3000,kappa
0.621016419981606,0.5,0.56,49,3000,kappa
0.621016419981606,0.49,0.55,49,3000,kappa
0.621016419981606,0.51,0.55,49,3000,kappa
0.884688821374439,0.81,0.67,50,3000,kappa
0.884688821374439,0.87,0.66,50,3000,kappa
0.884688821374439,0.86,0.67,50,3000,kappa
0.884688821374439,0.8,0.65,50,3000,kappa
0.884688821374439,0.84,0.65,50,3000,kappa
0.884688821374439,0.83,0.66,50,3000,kappa
0.884688821374439,0.82,0.65,50,3000,kappa
0.884688821374439,0.85,0.66,50,3000,kappa
0.884688821374439,0.83,0.68,50,3000,kappa
0.884688821374439,0.88,0.66,50,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.18671100593172,0.16,0.2,51,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.158189801299013,0.13,0.17,52,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.158189801299013,0.14,0.17,52,3000,kappa
0.66680610336829,0.56,0.57,53,3000,kappa
0.66680610336829,0.57,0.58,53,3000,kappa
0.66680610336829,0.56,0.59,53,3000,kappa
0.66680610336829,0.53,0.56,53,3000,kappa
0.66680610336829,0.56,0.58,53,3000,kappa
0.66680610336829,0.56,0.57,53,3000,kappa
0.66680610336829,0.54,0.56,53,3000,kappa
0.66680610336829,0.55,0.57,53,3000,kappa
0.66680610336829,0.55,0.59,53,3000,kappa
0.66680610336829,0.57,0.58,53,3000,kappa
0.69226784883067,0.55,0.57,54,3000,kappa
0.69226784883067,0.56,0.58,54,3000,kappa
0.69226784883067,0.56,0.59,54,3000,kappa
0.69226784883067,0.52,0.57,54,3000,kappa
0.69226784883067,0.55,0.58,54,3000,kappa
0.69226784883067,0.55,0.57,54,3000,kappa
0.69226784883067,0.53,0.57,54,3000,kappa
0.69226784883067,0.55,0.57,54,3000,kappa
0.69226784883067,0.55,0.57,54,3000,kappa
0.69226784883067,0.56,0.58,54,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.1836528400518,0.16,0.21,55,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.1836528400518,0.16,0.2,55,3000,kappa
0.317133941631764,0.25,0.33,56,3000,kappa
0.317133941631764,0.25,0.33,56,3000,kappa
0.317133941631764,0.25,0.33,56,3000,kappa
0.317133941631764,0.26,0.33,56,3000,kappa
0.317133941631764,0.26,0.33,56,3000,kappa
