caseID,ParentID,popID,popName,dogCount,dogsE,dogsV,Th,Td,dogDensityK,dayGenerated,serialInterval,dayInfectious,infectiousPeriod,x_coord,y_coord,strainID,typeOfCase,nExcursions,nDistinctDogs,diedE,nAbandonments,nBitesE,nBitesV,nReinfections,nFailedTransmissions,nTransmissions,Symptoms.started,Month.symptoms.started,Quarter.symptoms.started
5832,0,0,0,0,0,0,-1,-1,0,-1,0,3356,0,695401.51162001,9802217.29444067,143,INCURSION,0,0,0,0,0,0,0,0,0,2011-03-11,0,0
5833,0,0,0,0,0,0,-1,-1,0,-1,0,3356,0,696888.749186161,9803258.23248417,144,INCURSION,0,0,0,0,0,0,0,0,0,2011-03-11,0,0
6103,0,0,0,0,0,0,-1,-1,0,-1,0,3381,0,696442.202115425,9791109.24410854,145,INCURSION,0,0,0,0,0,0,0,0,0,2011-04-05,0,0
6147,0,0,0,0,0,0,-1,-1,0,-1,0,3264,0,639339.528897094,9801733.92589793,146,INCURSION,0,0,0,0,0,0,0,0,0,2010-12-09,0,0
6183,0,0,0,0,0,0,-1,-1,0,-1,0,3179,0,665822.511797406,9821146.89655752,147,INCURSION,0,0,0,0,0,0,0,0,0,2010-09-15,0,0
6252,0,0,0,0,0,0,-1,-1,0,-1,0,3320,0,702205.122752801,9798313.87950261,148,INCURSION,0,0,0,0,0,0,0,0,0,2011-02-03,0,0
6434,0,0,0,0,0,0,-1,-1,0,-1,0,3552,0,685431.21066036,9788470.28516809,149,INCURSION,0,0,0,0,0,0,0,0,0,2011-09-23,0,0
6561,0,0,0,0,0,0,-1,-1,0,-1,0,3452,0,658719.683439536,9803611.56847188,150,INCURSION,0,0,0,0,0,0,0,0,0,2011-06-15,0,0
6569,0,0,0,0,0,0,-1,-1,0,-1,0,2931,0,657127.160132564,9803370.456154,151,INCURSION,0,0,0,0,0,0,0,0,0,2010-01-10,0,0
6595,0,0,0,0,0,0,-1,-1,0,-1,0,3575,0,679224.253192585,9783826.78882191,152,INCURSION,0,0,0,0,0,0,0,0,0,2011-10-16,0,0
6691,0,0,0,0,0,0,-1,-1,0,-1,0,3570,0,660839.746656296,9795832.57979132,153,INCURSION,0,0,0,0,0,0,0,0,0,2011-10-11,0,0
6696,0,0,0,0,0,0,-1,-1,0,-1,0,3209,0,669008.523289632,9830326.88307977,154,INCURSION,0,0,0,0,0,0,0,0,0,2010-10-15,0,0
