caseID,ParentID,popID,popName,dogCount,dogsE,dogsV,Th,Td,dogDensityK,dayGenerated,serialInterval,dayInfectious,infectiousPeriod,x_coord,y_coord,strainID,typeOfCase,nExcursions,nDistinctDogs,diedE,nAbandonments,nBitesE,nBitesV,nReinfections,nFailedTransmissions,nTransmissions,Symptoms.started,Month.symptoms.started,Quarter.symptoms.started
6697,0,0,0,0,0,0,-1,-1,0,-1,0,3574,0,671242.895666112,9832018.58816369,155,INCURSION,0,0,0,0,0,0,0,0,0,2011-10-15,0,0
6699,0,0,0,0,0,0,-1,-1,0,-1,0,3585,0,660965.258280713,9831457.07855912,156,INCURSION,0,0,0,0,0,0,0,0,0,2011-10-26,0,0
6820,0,0,0,0,0,0,-1,-1,0,-1,0,3644,0,654168.510639784,9790953.85212347,157,INCURSION,0,0,0,0,0,0,0,0,0,2011-12-24,0,0
6860,0,0,0,0,0,0,-1,-1,0,-1,0,3625,0,649030.827568171,9779922.56503802,158,INCURSION,0,0,0,0,0,0,0,0,0,2011-12-05,0,0
6876,0,0,0,0,0,0,-1,-1,0,-1,0,3669,0,694131.182142493,9806376.18097124,159,INCURSION,0,0,0,0,0,0,0,0,0,2012-01-18,0,0
7185,0,0,0,0,0,0,-1,-1,0,-1,0,3486,0,654070.332605822,9796249.11613577,160,INCURSION,0,0,0,0,0,0,0,0,0,2011-07-19,0,0
7285,0,0,0,0,0,0,-1,-1,0,-1,0,3757,0,681144.598319001,9781942.25209835,161,INCURSION,0,0,0,0,0,0,0,0,0,2012-04-15,0,0
7380,0,0,0,0,0,0,-1,-1,0,-1,0,2975,0,668598.056464095,9829974.71203116,162,INCURSION,0,0,0,0,0,0,0,0,0,2010-02-23,0,0
7382,0,0,0,0,0,0,-1,-1,0,-1,0,3690,0,668657.082363941,9830503.402211,163,INCURSION,0,0,0,0,0,0,0,0,0,2012-02-08,0,0
7542,0,0,0,0,0,0,-1,-1,0,-1,0,3852,0,695823.290457846,9788196.01374985,164,INCURSION,0,0,0,0,0,0,0,0,0,2012-07-19,0,0
7562,0,0,0,0,0,0,-1,-1,0,-1,0,3875,0,656942.76937991,9793783.84921349,165,INCURSION,0,0,0,0,0,0,0,0,0,2012-08-11,0,0
7803,0,0,0,0,0,0,-1,-1,0,-1,0,3910,0,685068.958210941,9778476.6524432,166,INCURSION,0,0,0,0,0,0,0,0,0,2012-09-15,0,0
7864,0,0,0,0,0,0,-1,-1,0,-1,0,2954,0,648980.898156002,9781070.82107686,167,INCURSION,0,0,0,0,0,0,0,0,0,2010-02-02,0,0
7872,0,0,0,0,0,0,-1,-1,0,-1,0,3882,0,649941.371910412,9784551.17797473,168,INCURSION,0,0,0,0,0,0,0,0,0,2012-08-18,0,0
7920,0,0,0,0,0,0,-1,-1,0,-1,0,4117,0,672929.547217618,9817407.47553855,169,INCURSION,0,0,0,0,0,0,0,0,0,2013-04-10,0,0
8065,0,0,0,0,0,0,-1,-1,0,-1,0,4032,0,664126.195929937,9828505.66692271,170,INCURSION,0,0,0,0,0,0,0,0,0,2013-01-15,0,0
8074,0,0,0,0,0,0,-1,-1,0,-1,0,4148,0,684606.702611502,9779933.47261441,171,INCURSION,0,0,0,0,0,0,0,0,0,2013-05-11,0,0
8191,0,0,0,0,0,0,-1,-1,0,-1,0,4144,0,640475.272763961,9818802.99007837,172,INCURSION,0,0,0,0,0,0,0,0,0,2013-05-07,0,0
8198,0,0,0,0,0,0,-1,-1,0,-1,0,4159,0,690712.74021495,9814754.15656538,173,INCURSION,0,0,0,0,0,0,0,0,0,2013-05-22,0,0
8301,0,0,0,0,0,0,-1,-1,0,-1,0,4206,0,668109.703137423,9812110.12142707,174,INCURSION,0,0,0,0,0,0,0,0,0,2013-07-08,0,0
8318,0,0,0,0,0,0,-1,-1,0,-1,0,4139,0,659757.856299568,9803022.80046095,175,INCURSION,0,0,0,0,0,0,0,0,0,2013-05-02,0,0
8360,0,0,0,0,0,0,-1,-1,0,-1,0,4169,0,699920.412401055,9792416.60625102,176,INCURSION,0,0,0,0,0,0,0,0,0,2013-06-01,0,0
8539,0,0,0,0,0,0,-1,-1,0,-1,0,4243,0,647120.668248045,9778250.93246215,177,INCURSION,0,0,0,0,0,0,0,0,0,2013-08-14,0,0
8583,0,0,0,0,0,0,-1,-1,0,-1,0,4263,0,670571.561591257,9794340.67007828,178,INCURSION,0,0,0,0,0,0,0,0,0,2013-09-03,0,0
8718,0,0,0,0,0,0,-1,-1,0,-1,0,4297,0,670976.693385998,9816033.54830186,179,INCURSION,0,0,0,0,0,0,0,0,0,2013-10-07,0,0
8926,0,0,0,0,0,0,-1,-1,0,-1,0,4383,0,668552.786443408,9831081.71101989,180,INCURSION,0,0,0,0,0,0,0,0,0,2014-01-01,0,0
8966,0,0,0,0,0,0,-1,-1,0,-1,0,4445,0,665466.863020715,9793048.80268916,181,INCURSION,0,0,0,0,0,0,0,0,0,2014-03-04,0,0
8991,0,0,0,0,0,0,-1,-1,0,-1,0,4359,0,673605.762475141,9797756.06164382,182,INCURSION,0,0,0,0,0,0,0,0,0,2013-12-08,0,0
9002,0,0,0,0,0,0,-1,-1,0,-1,0,4543,0,687208.651866248,9761120.60329621,183,INCURSION,0,0,0,0,0,0,0,0,0,2014-06-10,0,0
9049,0,0,0,0,0,0,-1,-1,0,-1,0,4079,0,660544.403574544,9775475.92254338,184,INCURSION,0,0,0,0,0,0,0,0,0,2013-03-03,0,0
9051,0,0,0,0,0,0,-1,-1,0,-1,0,14,0,661590.789372956,9775190.42343022,185,INCURSION,0,0,0,0,0,0,0,0,0,2002-01-15,0,0
9056,0,0,0,0,0,0,-1,-1,0,-1,0,228,0,686157.890416508,9793698.34869266,186,INCURSION,0,0,0,0,0,0,0,0,0,2002-08-17,0,0
9065,0,0,0,0,0,0,-1,-1,0,-1,0,4274,0,681386.645601536,9787339.3233189,187,INCURSION,0,0,0,0,0,0,0,0,0,2013-09-14,0,0
9140,0,0,0,0,0,0,-1,-1,0,-1,0,4325,0,663494.6390556,9787163.96933322,188,INCURSION,0,0,0,0,0,0,0,0,0,2013-11-04,0,0
9187,0,0,0,0,0,0,-1,-1,0,-1,0,4053,0,661689.478141101,9814639.47888291,189,INCURSION,0,0,0,0,0,0,0,0,0,2013-02-05,0,0
9225,0,0,0,0,0,0,-1,-1,0,-1,0,4356,0,643965.687578701,9813414.1996183,190,INCURSION,0,0,0,0,0,0,0,0,0,2013-12-05,0,0
9240,0,0,0,0,0,0,-1,-1,0,-1,0,4391,0,669773.163592176,9812086.45956206,191,INCURSION,0,0,0,0,0,0,0,0,0,2014-01-09,0,0
9296,0,0,0,0,0,0,-1,-1,0,-1,0,1908,0,694871.431221904,9805301.55042593,192,INCURSION,0,0,0,0,0,0,0,0,0,2007-03-24,0,0
9347,0,0,0,0,0,0,-1,-1,0,-1,0,4359,0,675513.739160624,9797243.40240386,193,INCURSION,0,0,0,0,0,0,0,0,0,2013-12-08,0,0
9423,0,0,0,0,0,0,-1,-1,0,-1,0,4521,0,675927.73012802,9806853.20963936,194,INCURSION,0,0,0,0,0,0,0,0,0,2014-05-19,0,0
9457,0,0,0,0,0,0,-1,-1,0,-1,0,3332,0,686138.776602748,9796611.20080867,195,INCURSION,0,0,0,0,0,0,0,0,0,2011-02-15,0,0
9471,0,0,0,0,0,0,-1,-1,0,-1,0,4528,0,644434.248439604,9812516.71655198,196,INCURSION,0,0,0,0,0,0,0,0,0,2014-05-26,0,0
9485,0,0,0,0,0,0,-1,-1,0,-1,0,4461,0,655640.638926234,9791812.21133491,197,INCURSION,0,0,0,0,0,0,0,0,0,2014-03-20,0,0
9502,0,0,0,0,0,0,-1,-1,0,-1,0,4549,0,700954.6481461,9800965.45753982,198,INCURSION,0,0,0,0,0,0,0,0,0,2014-06-16,0,0
9527,0,0,0,0,0,0,-1,-1,0,-1,0,4609,0,662699.120851022,9799048.09479177,199,INCURSION,0,0,0,0,0,0,0,0,0,2014-08-15,0,0
9551,0,0,0,0,0,0,-1,-1,0,-1,0,4630,0,677181.01691606,9807919.81797509,200,INCURSION,0,0,0,0,0,0,0,0,0,2014-09-05,0,0
9555,0,0,0,0,0,0,-1,-1,0,-1,0,4656,0,661154.345006375,9819157.63630161,201,INCURSION,0,0,0,0,0,0,0,0,0,2014-10-01,0,0
9564,0,0,0,0,0,0,-1,-1,0,-1,0,4718,0,685800.69656583,9794286.01000271,202,INCURSION,0,0,0,0,0,0,0,0,0,2014-12-02,0,0
10103,0,0,0,0,0,0,-1,-1,0,-1,0,4746,0,686319.403631409,9761812.90484048,203,INCURSION,0,0,0,0,0,0,0,0,0,2014-12-30,0,0
10114,0,0,0,0,0,0,-1,-1,0,-1,0,4870,0,696331.116530168,9791848.99456086,204,INCURSION,0,0,0,0,0,0,0,0,0,2015-05-03,0,0
10126,0,0,0,0,0,0,-1,-1,0,-1,0,4892,0,685164.277033505,9794028.64066726,205,INCURSION,0,0,0,0,0,0,0,0,0,2015-05-25,0,0
10179,0,0,0,0,0,0,-1,-1,0,-1,0,4758,0,652771.674777637,9820460.82836872,206,INCURSION,0,0,0,0,0,0,0,0,0,2015-01-11,0,0
10268,0,0,0,0,0,0,-1,-1,0,-1,0,5053,0,670660.601588697,9810764.45299445,207,INCURSION,0,0,0,0,0,0,0,0,0,2015-11-02,0,0
10444,0,0,0,0,0,0,-1,-1,0,-1,0,5064,0,691555.476188653,9815007.95603197,208,INCURSION,0,0,0,0,0,0,0,0,0,2015-11-13,0,0
10510,0,0,0,0,0,0,-1,-1,0,-1,0,5101,0,667825.912807815,9790937.95802236,209,INCURSION,0,0,0,0,0,0,0,0,0,2015-12-20,0,0
10699,0,0,0,0,0,0,-1,-1,0,-1,0,4974,0,678219.339357844,9797653.95128222,210,INCURSION,0,0,0,0,0,0,0,0,0,2015-08-15,0,0
10758,0,0,0,0,0,0,-1,-1,0,-1,0,4579,0,672696.706749874,9822277.9854389,211,INCURSION,0,0,0,0,0,0,0,0,0,2014-07-16,0,0
10817,0,0,0,0,0,0,-1,-1,0,-1,0,4454,0,683230.558314824,9815461.84777245,212,INCURSION,0,0,0,0,0,0,0,0,0,2014-03-13,0,0
10821,0,0,0,0,0,0,-1,-1,0,-1,0,2996,0,688469.266835021,9818001.32258093,213,INCURSION,0,0,0,0,0,0,0,0,0,2010-03-16,0,0
10938,0,0,0,0,0,0,-1,-1,0,-1,0,294,0,690196.255525588,9815172.04952011,214,INCURSION,0,0,0,0,0,0,0,0,0,2002-10-22,0,0
10946,0,0,0,0,0,0,-1,-1,0,-1,0,3686,0,660184.272133364,9776158.57754841,215,INCURSION,0,0,0,0,0,0,0,0,0,2012-02-04,0,0
11102,0,0,0,0,0,0,-1,-1,0,-1,0,2588,0,679430.05944227,9818355.56976051,216,INCURSION,0,0,0,0,0,0,0,0,0,2009-02-01,0,0
11129,0,0,0,0,0,0,-1,-1,0,-1,0,3028,0,685209.180824836,9800731.04040486,217,INCURSION,0,0,0,0,0,0,0,0,0,2010-04-17,0,0
11301,0,0,0,0,0,0,-1,-1,0,-1,0,3325,0,650089.966415567,9779514.51471762,218,INCURSION,0,0,0,0,0,0,0,0,0,2011-02-08,0,0
11305,0,0,0,0,0,0,-1,-1,0,-1,0,4604,0,650678.380450645,9779673.99008318,219,INCURSION,0,0,0,0,0,0,0,0,0,2014-08-10,0,0
11311,0,0,0,0,0,0,-1,-1,0,-1,0,3686,0,661436.130464673,9776305.58763335,220,INCURSION,0,0,0,0,0,0,0,0,0,2012-02-04,0,0
11312,0,0,0,0,0,0,-1,-1,0,-1,0,2092,0,639381.732303086,9805649.88169912,221,INCURSION,0,0,0,0,0,0,0,0,0,2007-09-24,0,0
11319,0,0,0,0,0,0,-1,-1,0,-1,0,3506,0,651871.694354428,9782628.24248045,222,INCURSION,0,0,0,0,0,0,0,0,0,2011-08-08,0,0
11320,0,0,0,0,0,0,-1,-1,0,-1,0,1877,0,649323.274892931,9806123.14832941,223,INCURSION,0,0,0,0,0,0,0,0,0,2007-02-21,0,0
11322,0,0,0,0,0,0,-1,-1,0,-1,0,4319,0,645806.447924797,9797369.1550357,224,INCURSION,0,0,0,0,0,0,0,0,0,2013-10-29,0,0
11324,0,0,0,0,0,0,-1,-1,0,-1,0,3355,0,648883.604803936,9802876.83298919,225,INCURSION,0,0,0,0,0,0,0,0,0,2011-03-10,0,0
11332,0,0,0,0,0,0,-1,-1,0,-1,0,4597,0,656666.563606884,9803251.67623959,226,INCURSION,0,0,0,0,0,0,0,0,0,2014-08-03,0,0
11334,0,0,0,0,0,0,-1,-1,0,-1,0,4408,0,665757.993252743,9778599.91510338,227,INCURSION,0,0,0,0,0,0,0,0,0,2014-01-26,0,0
11434,0,0,0,0,0,0,-1,-1,0,-1,0,3793,0,671686.486050576,9790381.13387944,228,INCURSION,0,0,0,0,0,0,0,0,0,2012-05-21,0,0
1981,0,0,0,0,0,0,-1,-1,0,-1,0,469,0,669275.555363105,9829287.83864744,229,INCURSION,0,0,0,0,0,0,0,0,0,2003-04-15,0,0
2258,0,0,0,0,0,0,-1,-1,0,-1,0,1322,0,671142.405911174,9792464.58948061,230,INCURSION,0,0,0,0,0,0,0,0,0,2005-08-15,0,0
2275,0,0,0,0,0,0,-1,-1,0,-1,0,1251,0,666088.634556532,9814229.52553754,231,INCURSION,0,0,0,0,0,0,0,0,0,2005-06-05,0,0
2573,0,0,0,0,0,0,-1,-1,0,-1,0,1777,0,649457.545753203,9773809.31632109,232,INCURSION,0,0,0,0,0,0,0,0,0,2006-11-13,0,0
4231,0,0,0,0,0,0,-1,-1,0,-1,0,2811,0,666485.299989702,9813974.21020149,233,INCURSION,0,0,0,0,0,0,0,0,0,2009-09-12,0,0
8101,0,0,0,0,0,0,-1,-1,0,-1,0,4132,0,691728.783898723,9785524.63814235,234,INCURSION,0,0,0,0,0,0,0,0,0,2013-04-25,0,0
8105,0,0,0,0,0,0,-1,-1,0,-1,0,4011,0,691564.896529962,9786071.54172191,235,INCURSION,0,0,0,0,0,0,0,0,0,2012-12-25,0,0
8106,0,0,0,0,0,0,-1,-1,0,-1,0,4132,0,690834.254831497,9785936.47428553,236,INCURSION,0,0,0,0,0,0,0,0,0,2013-04-25,0,0
10169,0,0,0,0,0,0,-1,-1,0,-1,0,4866,0,683803.344244238,9782250.56172397,237,INCURSION,0,0,0,0,0,0,0,0,0,2015-04-29,0,0
11184,0,0,0,0,0,0,-1,-1,0,-1,0,2927,0,666828.051978348,9770789.69017357,238,INCURSION,0,0,0,0,0,0,0,0,0,2010-01-06,0,0
