"distance","right_censored","ID"
671.918781390464,1,2569
747.284589030934,1,2569
1108.1763532931,1,2569
1531.26338584992,1,3542
1663.72921148199,0,3777
2402.52944538751,0,4716
816.838532498606,0,4716
625.747623242144,1,4719
1814.26944316294,0,4867
1978.52736591938,0,4867
806.786344881251,0,4867
1537.31793517514,0,4867
1262.9590138474,0,5837
907.903406377469,0,6159
1717.71890361948,1,6499
1375.21106836887,1,6499
523.619922246189,1,6499
464.358245681305,0,6540
1957.63310965731,0,6541
1923.0656113569,0,6691
513.677335220244,0,6691
1559.22642091698,0,6691
1208.56201283324,0,6691
1491.56702160004,0,6705
1877.71723870408,0,6705
316.805060226339,0,6705
264.96769812849,0,6705
1124.69606703256,0,6705
395.507080968615,0,6705
1581.15793169228,0,6705
2198.65248003016,1,6758
630.331503699437,1,6761
402.939001991719,1,6761
722.814686448845,1,6761
296.371717272369,1,6772
1219.89665657776,1,6789
690.079549531957,1,6802
1999.26377628482,1,6805
68.6086166288486,0,6824
1310.6491373981,0,6824
654.876286902751,0,7134
1077.21122579038,0,7146
980.436139135434,0,7146
1195.62600261156,0,7146
978.806935231842,0,7146
1447.30430756715,0,7187
910.910311831478,0,7195
1679.49944904478,1,7196
990.331473289732,1,7196
1636.85014420152,1,7196
1124.53613849833,1,7201
550.026910756253,0,7252
1251.29573637065,0,7252
759.644753238049,0,7252
942.648948188654,0,7252
378.971608186619,0,7252
768.567452836964,0,7252
810.106430807071,0,7252
896.899312307298,0,7252
473.10788464202,0,7252
438.099735052143,0,7252
621.598039423316,0,7252
818.671020959144,0,7252
369.278663300914,0,7252
1235.94518328783,0,7252
1077.37194140906,0,7252
1103.2107045417,0,7298
1195.21561457526,0,7300
992.059095271323,0,7300
1388.00516476286,0,7300
1567.83356638193,1,7323
538.833389777267,0,7335
368.888933020724,0,7335
1162.01930600578,0,7335
1349.03524777322,0,7335
1075.40513463574,0,7335
1210.36337314733,0,7335
1105.11904079875,0,7335
1021.19625579799,0,7335
1240.47271203167,0,7345
1374.195721277,0,7345
1366.63647278514,0,7345
292.858502940781,0,7345
1592.86300980327,0,7345
1525.75095920161,0,7350
544.133901249979,0,7350
1975.0472125443,0,7350
560.167967867798,0,7355
1208.99738225413,0,7361
325.299660886931,0,7361
414.956255917835,0,7362
1346.94220991339,0,7363
758.13841472308,0,7363
1193.39354004172,0,7363
2045.19632512341,0,7363
306.183985063822,0,7363
530.427485556423,0,7363
1740.98501202989,0,7363
1736.36176115646,0,7417
1130.55567943872,0,7417
1082.87356922744,0,7417
1100.46231037738,0,7417
450.173044429719,0,7417
666.280524929817,0,7423
1256.35914505635,0,7423
1450.266540722,0,7423
290.866790017186,1,7424
1921.17149690488,0,7427
1424.83702799501,0,7428
435.500108724436,0,7431
1197.56553243588,0,7431
1129.8386932818,0,7431
661.613883565279,0,7431
898.664480363616,0,7431
596.611707223446,0,7431
715.898474933902,0,7431
695.115121555262,0,7431
627.711271014237,0,7431
752.630736360945,0,7431
276.673862079863,0,7431
1237.8332864637,0,7431
1639.50895197302,0,7431
956.701814964277,0,7431
71.7546650816622,0,7431
1250.19707019779,0,7431
881.532827468838,0,7431
643.554998706229,0,7431
1776.77985813512,0,7431
1064.2491867175,0,7431
795.678401859776,0,7431
1570.7336981078,0,7431
1323.6833007111,0,7431
1433.09799567051,0,7431
2477.36201324012,0,7431
1242.44611695517,0,7431
1451.78913410495,0,7431
3050.13758680899,0,7431
2976.8234769137,0,7431
779.323321695347,0,7431
829.505476798123,0,7431
1134.68742320448,0,7431
159.140433555137,0,7431
82.4112913026985,1,7465
707.722317019422,1,7467
556.56351111124,1,7471
916.254985083637,1,7471
419.727554264785,1,7471
400.400834284233,1,7502
789.63079988705,1,7502
1032.09296272099,1,7502
1067.21074185588,0,7507
906.092926380415,0,7507
643.486433583017,0,7507
212.209973079848,0,7507
1237.51492886239,0,7507
1052.4976745554,0,7510
841.068901710411,0,7510
1681.22765352399,0,7510
354.646921055107,0,7510
1257.98055383625,0,7548
277.43106427014,0,7549
1025.47648583395,0,7549
747.110844028379,0,7549
1682.4871299515,0,7549
1071.43749041315,0,7549
1134.36537678698,0,7549
953.908702395556,0,7549
1285.31100404801,0,7549
422.331933676105,0,7549
1511.58693965202,0,7562
929.210182717073,0,7562
210.131380129047,0,7562
938.653561979067,0,7562
710.72572582704,0,7562
509.176929114767,0,7562
204.111944717441,0,7562
596.260519935818,0,7562
972.804303352967,0,7562
1569.53658413322,0,7562
1696.26831188293,0,7562
1609.79581174911,0,7562
918.513073672026,0,7562
1042.86112676446,0,7562
297.373434120161,0,7562
1868.87581927849,0,7562
1000.66409634769,0,7562
915.917657134492,0,7562
2666.29495320496,0,7597
1063.47537802014,0,7597
2643.37413787063,0,7597
2827.4660609776,0,7597
2211.95413980146,0,7597
2153.02974403528,0,7597
1637.36010463839,0,7597
1833.96492147818,0,7597
2168.04984284533,0,7597
1416.00677462708,0,7597
1129.16493258352,0,7597
1843.21903610372,0,7597
1154.42345999081,0,7597
1471.30928161149,0,7597
1642.15637305353,0,7597
2570.64400469003,0,7597
1767.73423800909,0,7597
788.66668055795,0,7634
1273.24746763367,1,7636
1452.86722986217,1,7710
706.404916007804,0,7711
727.746594806482,1,7732
303.654653691357,1,7776
753.867373370593,1,7776
670.772387319921,1,7776
1521.14257923707,1,7776
1139.55459093133,1,7776
2777.83499918055,1,7776
2383.78051477663,1,7776
2782.17808113665,1,7776
342.163702120109,1,7776
861.196593763441,1,7776
1347.415686715,1,7776
1892.24828764558,1,7776
2323.31777943983,1,7776
123.609945153186,1,7809
1157.73974618897,1,7839
990.130469960465,0,7880
414.095066581187,0,7880
1905.40681091452,0,7880
2127.27564885283,0,7880
514.217305708979,0,7880
1764.8376819599,0,7880
1543.59111880032,0,7880
786.928470083217,0,7880
2325.36298423799,0,7880
1550.1422842987,0,7880
1242.06428810954,0,7880
1907.38954329988,1,7892
2176.89475758952,1,7892
2121.11572332128,1,7892
812.111947280001,0,7916
180.149272565381,0,7916
1066.84899486056,0,7916
2169.85185717008,0,7931
963.110636387899,1,7950
1058.07199940298,1,7950
202.299107752974,1,7950
1538.08404640884,1,7950
1846.26895234878,1,7963
1001.95431813385,1,7963
1387.24442410281,0,7969
2244.63466506926,0,7969
1517.80604442617,0,8065
1049.87660052574,0,8066
778.193708103978,0,8066
415.350050777995,0,8066
908.046570472939,0,8066
823.12403802213,0,8066
611.968646066585,0,8066
545.764773791846,0,8066
1569.86271730358,1,8074
1159.66548064583,1,8074
1061.60260303809,1,8074
1052.97333779684,0,8114
884.924206250442,1,8193
1085.90645833632,1,8193
1758.86461996921,1,8193
1611.98829438826,1,8198
1457.17298743359,1,8200
1283.65288972814,1,8200
1338.17199896874,1,8200
1535.61849222197,1,8200
1132.87888005863,1,8200
1238.15021474841,1,8200
769.009925762529,1,8200
156.571538001704,0,8208
2367.02910069044,0,8208
1703.83983484528,0,8208
560.993327824525,0,8208
1322.79463894137,0,8213
1504.66266321206,0,8213
687.374388428949,0,8213
997.319996460178,0,8213
348.654723537742,1,8215
446.371735050143,1,8231
717.727513161283,1,8231
1169.95863332807,1,8231
1459.44312166967,1,8231
1154.30075125781,1,8231
1631.55419676588,1,8231
59.4741914647152,1,8256
1338.68924585412,1,8256
536.352370833003,1,8256
1075.27740355385,1,8256
628.196019092507,1,8256
927.127965927376,1,8256
1052.86223854516,1,8256
1223.35752367555,1,8256
271.25591148047,1,8256
1608.3574444919,1,8256
1289.37354879983,1,8256
1723.59363300066,1,8256
467.892969994089,1,8256
822.036561299401,1,8291
504.415565003616,0,8312
247.618766950571,0,8410
1050.31734436006,0,8410
797.392117706271,0,8410
343.560296013672,0,8410
598.891666122017,0,8410
1497.79160935353,0,8410
385.357158735739,0,8410
536.098594035586,0,8410
476.093111958378,0,8410
1001.95219861886,0,8410
713.168789964557,0,8410
2219.13773928685,0,8410
1184.81542433418,0,8410
890.835783637327,0,8410
389.718239230705,0,8410
873.773055052659,0,8410
1819.25070121136,0,8410
1126.39924647074,0,8410
1356.88876236493,0,8410
1177.69395253132,0,8410
1447.73576503677,0,8410
1184.30526272643,0,8410
710.926255228152,0,8410
2011.67967622723,0,8410
2171.71343808077,0,8410
1531.19919619162,0,8410
107.950346535685,0,8751
1709.9337505314,0,8751
1716.31784374757,0,8751
570.622243643954,0,8751
359.258911135035,0,8751
1847.11957236261,0,8751
170.720384221751,0,8758
641.68468081254,0,8758
1700.38037962932,0,8758
1146.12944129454,0,8758
454.760823631878,1,8864
1020.44865370129,1,8866
1533.33683456067,1,8866
1022.62471453219,1,8866
1057.27626502272,1,8866
1153.30184732975,1,8866
673.551224021059,1,8866
749.758965960063,1,8866
826.489281094672,1,8866
665.78528251783,1,8866
620.40051645746,1,8866
937.05377113995,1,8866
405.846781475748,1,8866
1916.31158614795,1,8866
2242.24043542449,1,8866
1527.48997220655,1,8866
1413.74652980825,1,8866
1012.77874379871,1,8866
7101.97553680254,1,8866
7274.00290779567,1,8866
2789.97217097227,1,8866
2446.70791642908,1,8866
1294.15991732906,1,8866
1878.25507371618,1,8866
1422.32276803572,1,8866
1523.21345018864,1,8866
2424.6495110151,1,8866
2276.8939060854,1,8866
1288.68478254632,1,8866
337.854413542585,0,8902
407.808438552748,0,8902
717.204297017568,1,8926
835.078967484423,1,8926
1227.05636036985,1,8926
402.009496715161,1,8926
1227.28636831682,1,8926
1211.64664702235,1,8926
462.751312567564,1,8926
705.712409986524,0,8928
292.62297854861,0,8928
751.795924319597,0,8928
884.918609161167,1,8957
575.743965622573,1,8959
464.471890593133,1,8959
732.312023896913,1,8966
817.544229849547,1,8966
178.451079550565,1,8966
832.970401442148,0,9010
744.744594483893,0,9010
1690.79807169847,0,9031
148.006004636681,0,9031
328.952573111468,0,9031
2168.43489955952,0,9031
1955.41864455338,0,9031
1998.33530346521,0,9031
1184.12649621786,0,9031
1173.65131464647,0,9031
1238.59510803368,0,9032
1375.74568271438,0,9032
261.106676436291,0,9032
1678.23265687172,1,9072
1213.77607299538,1,9072
333.297545775013,1,9072
911.41778337036,1,9072
650.850209160388,1,9072
870.670555506782,1,9072
1301.24662218279,1,9072
838.63758856642,1,9072
1298.5093061771,1,9072
265.461014570326,1,9072
1644.85499633838,1,9072
617.469493202506,1,9072
1117.08087986658,1,9072
1261.51921497915,1,9072
946.953636307913,1,9072
1648.9170967812,1,9072
328.621222014752,1,9072
321.112890852362,1,9072
669.560765273014,1,9072
485.505029971436,1,9072
1872.11083342295,1,9072
1826.20026206526,1,9072
190.640460229799,1,9072
692.352592713062,1,9072
693.919016705671,1,9072
1959.55482698579,1,9072
1692.60122901518,1,9072
1158.50549618788,1,9072
1368.80694506601,1,9072
243.201408906191,1,9145
1848.76701848069,1,9145
2231.88311143552,1,9145
1021.66317816812,1,9145
2507.29227130636,1,9145
2400.22421190486,1,9145
1482.70215860884,1,9145
1208.63281710753,1,9145
2854.4659013159,1,9145
1848.2960299366,1,9145
1044.50138465852,0,9183
622.439744255855,0,9183
548.271898365723,0,9183
392.094246696714,0,9183
482.511243349428,0,9240
2175.77223510488,0,9240
1646.24957429204,0,9240
971.965296848558,0,9240
1687.44594783219,0,9240
1693.46247398538,0,9240
1455.15003970228,0,9240
2343.63321540885,0,9240
1814.55664749828,0,9240
576.943532402596,1,9565
900.122312467419,1,9565
821.750586399295,0,9574
1678.24169356173,0,9574
1631.38070215553,1,9709
1802.9580474653,1,9709
1734.2895663123,1,9709
1656.5310163518,1,9709
1283.83026836977,1,9709
1201.30611833921,1,9709
1661.74826962105,0,1072
1212.1309767432,0,1072
2164.81686522896,0,1072
1700.83818278268,0,1072
1090.48089824491,0,1072
1794.17557185617,0,1072
1602.53532187442,1,2638
1795.80257800706,1,2638
548.17632442627,1,2755
1383.88860037767,1,2755
1800.29808989941,0,2831
1377.08471786499,0,2839
1279.53111183348,1,2881
1365.5921857325,1,2881
948.180741634413,0,2928
1524.77974396537,0,2928
2367.23774873775,0,2928
2766.53174635789,0,2928
2474.76936724639,0,2928
1797.43039278094,0,2928
2726.75865375484,0,2928
2883.86078178265,0,2928
2438.05668322811,0,2928
4249.06613843019,0,2928
3839.09883906922,0,2928
4146.35755345211,0,2928
2632.37898109244,0,2928
4135.21888422876,0,2928
2733.25440103816,0,2928
3066.94872329561,0,2928
4028.11560660336,0,2928
3415.86661270256,0,2928
1135.02119817153,0,2947
675.380730746375,0,2947
1466.12092719946,1,3008
721.144154349882,1,3016
828.336771935303,1,3016
1871.95596806591,1,3019
121.798532319307,1,3025
499.580370747799,1,3025
740.377336859749,1,3025
976.113186430769,1,3025
1225.43846362669,1,3070
968.944702527254,1,3070
3044.76780025161,1,3070
693.055369972351,0,3081
296.475899616356,0,3081
1259.45213304238,0,3081
665.65233254201,0,3081
3392.32495547651,0,3116
1866.94561047153,1,3190
1044.95078454225,1,3200
1070.88660510481,0,3203
599.255213878479,0,3203
777.590231649618,0,3203
324.079177903111,0,3203
1178.40940971531,0,3203
1143.0026538388,1,3246
349.672299155367,1,3502
2028.61696808828,1,3600
1466.71535932471,1,3600
1128.37795773334,1,3624
507.192637591352,1,3683
786.483481861421,0,3727
374.242213537962,0,3727
309.109014745709,0,3727
923.51104219583,0,3727
755.050082887133,0,3727
751.411386393838,0,3727
1368.14904187381,1,3781
1600.20137554024,1,3781
2464.65774738083,0,3782
1096.6976854033,0,3782
2428.2003044486,0,3782
970.138421951766,0,3849
951.911780684622,0,3857
657.027429124591,0,3857
594.69161704486,0,3857
1243.51141336361,0,3857
725.601043708247,0,3857
1050.39372864489,0,3857
1326.49042040681,0,3857
1443.87304709558,0,3857
362.875124348628,0,3857
762.272578212063,0,3857
950.454438010483,0,3857
317.395666480066,0,3857
721.574018235582,0,3857
515.108475806322,0,3857
1336.23154568991,0,3857
648.811850164374,0,3857
1501.88952034282,0,3857
753.899085443815,0,3857
1280.34780050486,0,3857
391.684862270104,0,3857
994.063752995324,1,3875
1363.84020531931,0,3912
721.414647191728,0,3912
754.644022105516,0,3912
1138.7894809004,0,3912
2387.74055906383,0,3945
3144.7166216623,0,3945
1979.89453113932,1,3954
2378.38434170235,1,3954
652.988305636502,1,3954
1025.11972042438,1,3954
560.738469371923,1,3954
1712.7866341497,1,3954
1255.00809630557,1,3954
2943.04206120337,1,3954
2572.27148890783,1,3954
183.539512643294,1,3988
872.971888632922,0,3995
981.978017407935,1,4017
691.274359177377,0,4030
1085.22140704962,0,4030
2115.00560698425,0,4030
1107.57133230804,0,4030
1666.64315175868,0,4030
1465.91572935257,0,4030
1126.15334397628,0,4030
563.282353261266,0,4037
493.180181789446,1,4079
400.976673224072,1,4079
634.982022151549,1,4079
558.333226713863,1,4079
1422.05599695964,1,4079
1054.2285067848,1,4079
312.610211735215,1,4079
1355.07926912565,1,4079
585.879904453819,1,4118
1624.70136706524,0,4131
934.201633059113,1,4147
1261.37377849869,0,4159
1108.16596331497,0,4159
706.465468600276,0,4159
1858.86553683454,0,4159
1577.83137264808,0,4159
1157.75462845082,0,4159
1211.71617229389,1,4182
1817.5707619979,1,4182
189.65181968685,0,4198
1829.27982937789,0,4198
1684.12866796337,1,4457
1196.22724094544,1,4457
320.791751502887,1,4457
1679.20456269626,1,4457
