"Symptoms.started","step.length"
2010-10-05,116.516132619506
2010-10-05,0
2010-10-05,0
2010-10-05,0
2010-11-05,0
2010-11-05,0
2010-11-05,0
2010-11-05,0
2010-11-05,0
2011-01-22,167.943985874573
2011-01-22,0
2011-01-22,0
2011-01-22,563.235715680834
2011-01-22,0
2011-01-22,493.328401114307
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-22,250.097912071277
2011-01-22,0
2011-01-22,0
2011-01-22,94.0209229594569
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-22,98.2297392623307
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-22,300.123114554432
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-22,1110.23316917194
2011-01-22,0
2011-01-22,0
2011-01-22,155.801421068883
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-22,0
2011-01-25,388.641488165641
2011-01-25,0
2011-02-25,0.0170251365975913
2011-02-25,0
2011-02-25,0
2010-11-05,1867.22229866421
2011-05-06,445.314853680805
2011-05-06,0
2011-05-06,0
2011-04-15,0
2011-06-05,0
2011-06-05,245.568751148789
2011-06-05,0
2011-06-05,0
2011-06-05,67.5423904349449
2011-05-15,245.568751148789
2011-05-15,0
2011-05-15,0
2011-10-01,0.0563911484029395
2011-04-05,0.0607792852637203
2011-04-05,0
2010-09-15,691.451286113524
2010-09-15,0
2010-09-15,0
2010-09-15,0
2010-09-15,890.192223044937
2010-09-15,0
2010-09-15,85.7029232411862
2010-09-15,321.076529021563
2010-09-15,0
2010-09-15,0
2010-09-15,0
2010-09-15,0
2010-09-15,1473.15698693159
2010-09-15,0
2011-02-20,100.900306298827
2011-02-20,0
2011-02-20,1114.72384994244
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,642.359613692344
2011-02-20,0
2011-02-20,451.363816245791
2011-02-20,0
2011-02-20,327.086078666127
2011-02-20,0
2011-02-20,0
2011-02-20,370.600905485445
2011-02-20,114.965344427824
2011-02-20,0
2011-02-05,273.03025891567
2011-02-05,252.768667588873
2011-02-05,0
2011-02-05,569.351262743128
2011-02-05,0
2011-02-05,0
2011-02-05,0
2011-02-15,91.6786056599765
2011-02-15,0
2011-02-15,0
2011-02-15,0
2011-02-25,1688.04069241705
2011-12-15,0
2011-12-15,0
2011-12-15,0
2011-12-15,0
2011-06-13,544.649934607123
2011-06-13,0
2011-06-13,374.092468294748
2011-06-17,0
2011-06-17,0
2011-06-17,0
2011-06-17,109.562849542404
2011-06-17,190.054895795118
2011-06-17,106.211539430088
2011-06-17,305.367490905633
2011-03-24,6.12257949064295
2011-03-24,0
2011-03-24,0
2011-03-24,0
2011-03-24,38.5873511931484
2011-03-24,238.436855455341
2011-03-24,217.816151344037
2011-03-24,0
2011-03-24,0
2011-03-24,0
2011-03-24,0
2011-03-24,588.183716452506
2011-03-24,0
2011-03-24,0
2011-03-24,499.196494482258
2011-03-24,0
2011-03-24,0
2011-08-05,0
2011-08-05,427.787613819132
2011-08-05,0
2011-08-05,1345.62434314875
2011-08-05,0
2011-08-07,1153.77257830374
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-08-07,0
2011-01-24,50.3581681344309
2011-07-25,630.850991511797
2011-07-25,0
2011-08-14,358.80557280423
2011-08-14,0
2011-08-14,0
2011-09-28,0
2011-09-28,0
2011-09-28,0
2011-09-28,0
2011-09-28,0
2011-09-28,0
2011-09-28,876.541345949481
2011-09-28,0
2011-09-28,0
2011-09-28,0
2011-09-28,0
2011-09-28,0
2011-09-28,0
2011-09-28,130.361125729374
2011-09-28,0
2011-09-28,0
2011-10-03,83.6719906765937
2011-07-05,0
2011-07-05,0
2011-07-05,190.19199869835
2011-07-05,0
2011-07-05,75.8024458183138
2011-07-05,460.13957001372
2011-07-05,0
2011-07-05,827.966648886128
2011-07-05,0
2010-12-15,0
2010-12-15,0
2011-09-05,483.016877128877
2011-08-09,0
2011-08-09,533.348506372343
2011-08-09,0.0601088070881605
2011-06-05,0.0147210165014051
2011-06-17,474.66937040662
2011-06-21,0
2011-06-21,0
2011-06-21,0
2011-09-13,2323.21943055297
2011-09-13,0
2011-09-13,0
2011-10-12,0.0245078022869171
2011-09-13,0.0474364951239617
2011-09-13,216.429370866117
2011-07-01,102.181180901634
2011-07-01,161.817045312899
2011-07-01,0
2011-10-13,271.839722877538
2011-09-05,0.0657478441395477
2011-09-05,0
2011-10-16,0
2011-10-16,0
2011-10-16,0
2011-10-16,0
2011-10-16,754.933426169539
2011-10-16,0
2011-10-16,0
2011-10-16,125.176263381328
2011-10-16,0
2011-10-16,259.50942311615
2011-10-16,654.640004897017
2011-10-16,0
2011-10-16,0
2011-10-16,0
2011-10-16,0
2011-10-16,0
2011-10-16,3004.43018486256
2011-10-16,2756.72713011839
2011-10-22,421.099498904799
2011-10-22,0
2011-10-22,0
2011-10-22,0
2011-09-18,0
2011-09-18,0
2011-09-18,93.3914511624726
2011-09-18,113.070616748311
2011-09-18,203.022052861032
2011-09-18,0
2011-09-18,0
2011-09-18,0
2011-09-18,1567.39346481005
2011-09-18,0
2011-09-18,149.806453406237
2011-09-18,0
2011-09-18,0
2011-09-18,0
2011-09-18,0
2011-09-18,0
2011-09-18,175.932399316978
2011-09-18,419.033109418472
2011-09-18,0
2011-09-18,288.883067242156
2011-09-18,65.1918920219963
2011-09-18,142.94713187533
2011-10-17,416.367753218505
2011-10-17,0
2011-10-17,0
2011-10-23,0
2011-06-18,119.519787237395
2011-06-18,0
2011-06-18,0
2011-06-18,28.4254465883397
2011-06-18,0
2011-06-18,0
2011-06-18,195.02046421151
2011-06-18,0
2011-06-18,449.751659323921
2011-06-18,0
2011-06-18,0
2011-06-18,944.691941279956
2011-10-18,43.4170238889162
2011-10-18,0
2011-10-18,0
2011-10-18,186.986748491848
2011-10-18,0
2011-10-18,29.1547218372014
2011-10-18,67.2086840975845
2011-10-18,141.792144311272
2011-10-18,625.742047839999
2011-10-18,0
2011-10-18,0
2011-06-19,80.9563999643714
2011-06-19,0
2011-06-19,0
2011-06-19,2.23597006488227
2011-06-19,0
2011-10-26,190.671848160477
2011-09-27,1596.77572690753
2011-12-05,0
2011-12-05,0
2011-12-05,451.541604339992
2011-12-05,0
2011-12-05,0
2011-12-05,0
2011-12-22,216.933226104925
2011-12-22,0
2011-12-22,0
2011-12-22,0
2011-12-21,183.883142764249
2011-08-25,0
2012-01-18,0
2012-01-18,0
2012-01-18,0
2012-01-18,0
2012-01-23,0
2012-01-23,0
2012-01-23,0
2012-01-23,239.508978021411
2012-01-23,0
2012-01-23,0
2012-01-23,0.0244448179382963
2012-01-23,0
2012-01-23,0
2012-01-23,357.392763086104
2012-01-23,0
2012-01-23,166.192064195639
2012-01-23,0
2012-01-23,0
2012-01-23,384.398167037665
2012-01-23,0.0522948599180547
2012-01-23,0
2012-01-23,228.503315840735
2012-01-23,0
2012-01-23,492.987078720365
2012-01-23,0
2012-01-23,189.908040180027
2012-01-23,0
2012-01-23,240.6848398536
2012-01-23,78.4915000959952
2012-01-23,0
2012-01-23,0
2012-01-23,298.965398205436
2012-01-23,0
2012-01-23,0
2012-01-23,0
2012-01-23,0
2012-01-23,804.572581907324
2012-01-23,0
2012-01-23,526.917500204919
2012-01-20,0.0385137741328351
2012-01-20,0
2012-01-20,0
2012-01-30,0
2012-01-19,0.0501110533873184
2012-01-19,0
2012-01-24,0
2012-01-24,0
2011-11-15,0.024254837682145
2011-11-15,0
2011-11-15,0
2011-11-15,57.6159076966446
2011-11-15,0.0089144563320896
2011-11-15,78.3135467346907
2011-11-15,421.046154276904
2011-11-15,0
2011-11-15,0
2011-11-15,0
2011-12-24,0
2011-12-22,0
2011-12-22,0
2011-12-22,672.852015269907
2011-12-22,0
2011-12-22,0
2011-12-22,0
2011-06-26,173.833853251749
2011-06-26,161.059133385161
2011-06-26,0
2011-06-26,3.16184954206306
2011-06-26,46.2277360066865
2011-06-26,0
2011-06-26,0
2011-06-26,121.593303923977
2011-06-26,0
2011-06-26,0
2011-06-26,55.9016339961538
2011-12-05,1161.10381795209
2011-10-15,0
2012-01-18,0
2012-01-18,337.121296110609
2012-02-28,0
2012-02-28,8.60201034468817
2012-02-28,0
2012-02-28,0
2012-02-28,0
